hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2011-01-07T15,65.85,28.4,9.98,0.24,0.73,1008.45,8.32,6.0,,partly-cloudy-day,Mostly Cloudy,2011
2011-01-07T16,64.76,30.87,9.98,0.28,0.73,1008.78,7.87,8.0,,partly-cloudy-day,Mostly Cloudy,2011
2011-01-07T17,62.27,32.71,9.98,0.33,0.73,1009.05,6.9,6.0,,partly-cloudy-day,Mostly Cloudy,2011
2011-01-07T18,46.52,23.27,10.0,0.4,0.26,1011.79,6.8,82.0,,partly-cloudy-night,Partly Cloudy,2011
2011-01-07T19,56.39,32.56,9.98,0.4,0.69,1010.05,10.0,341.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-07T20,54.19,29.84,9.98,0.39,0.68,1010.94,8.76,339.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-07T21,51.37,27.68,9.98,0.4,0.47,1011.52,7.99,347.0,,partly-cloudy-night,Partly Cloudy,2011
2011-01-07T22,48.53,28.09,9.98,0.45,0.01,1012.1,6.93,342.0,,clear-night,Clear,2011
2011-01-07T23,46.24,28.67,9.98,0.5,0.02,1012.41,7.27,340.0,,clear-night,Clear,2011
2011-01-08T00,45.06,27.03,10.0,0.49,0.0,1012.78,7.0,325.0,,clear-night,Clear,2011
2011-01-08T01,42.93,27.29,10.0,0.54,0.0,1012.34,6.47,341.0,,clear-night,Clear,2011
2011-01-08T02,42.28,25.9,10.0,0.52,0.0,1012.84,8.23,351.0,,clear-night,Clear,2011
2011-01-08T03,40.57,25.81,10.0,0.55,0.0,1013.48,7.59,4.0,,clear-night,Clear,2011
2011-01-08T04,41.09,24.64,10.0,0.52,0.0,1013.59,7.79,27.0,,clear-night,Clear,2011
2011-01-08T05,39.11,24.34,10.0,0.55,0.0,1013.46,7.88,20.0,,clear-night,Clear,2011
2011-01-08T06,37.14,24.09,10.0,0.59,0.0,1013.85,6.64,21.0,,clear-night,Clear,2011
2011-01-08T07,36.31,23.6,10.0,0.6,0.0,1014.59,7.45,20.0,,clear-night,Clear,2011
2011-01-08T08,36.59,23.14,9.98,0.58,0.18,1015.25,6.62,27.0,,clear-day,Clear,2011
2011-01-08T09,40.59,22.49,10.0,0.48,0.0,1016.21,8.11,39.0,,clear-day,Clear,2011
2011-01-08T10,43.78,21.49,10.0,0.41,0.19,1016.99,6.97,39.0,,clear-day,Clear,2011
2011-01-08T11,45.72,20.98,10.0,0.37,0.18,1016.69,5.77,74.0,,clear-day,Clear,2011
2011-01-08T12,47.87,21.13,10.0,0.34,0.0,1015.61,6.37,45.0,,clear-day,Clear,2011
2011-01-08T13,49.83,21.53,10.0,0.32,0.18,1014.29,7.12,39.0,,clear-day,Clear,2011
2011-01-08T14,51.74,21.23,10.0,0.3,0.21,1012.98,7.78,52.0,,clear-day,Clear,2011
2011-01-08T15,52.73,21.95,10.0,0.3,0.21,1012.41,7.93,67.0,,clear-day,Clear,2011
2011-01-08T16,51.99,22.42,10.0,0.31,0.22,1011.91,8.27,77.0,,clear-day,Clear,2011
2011-01-08T17,50.34,23.66,9.97,0.35,0.24,1011.75,9.36,81.0,,clear-day,Clear,2011
2011-01-08T18,33.4,29.73,9.93,0.86,1.0,1014.45,8.78,86.0,snow,cloudy,Overcast,2011
2011-01-08T19,45.42,25.3,10.0,0.45,0.53,1012.01,6.33,81.0,,partly-cloudy-night,Partly Cloudy,2011
2011-01-08T20,45.79,24.62,10.0,0.43,0.53,1012.44,5.89,88.0,,partly-cloudy-night,Partly Cloudy,2011
2011-01-08T21,45.66,24.31,10.0,0.43,0.64,1012.87,5.22,84.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-08T22,45.7,22.75,10.0,0.4,0.88,1012.19,8.55,82.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-08T23,46.41,22.23,10.0,0.38,0.75,1011.17,8.13,107.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-09T00,46.53,23.39,10.0,0.4,0.87,1010.71,11.28,99.0,,partly-cloudy-night,Mostly Cloudy,2011
2011-01-09T01,46.4,23.76,9.89,0.41,0.86,1009.62,10.28,110.0,rain,partly-cloudy-night,Mostly Cloudy,2011
2011-01-09T02,45.98,25.77,9.78,0.45,0.94,1011.29,2.26,183.0,rain,cloudy,Overcast,2011
2011-01-09T03,43.55,31.37,9.89,0.62,0.96,1011.07,8.71,124.0,rain,cloudy,Overcast,2011
2011-01-09T04,41.32,34.16,8.79,0.75,0.96,1011.45,11.68,135.0,rain,rain,Light Rain,2011
2011-01-09T05,39.08,36.27,8.53,0.9,0.97,1011.01,10.46,123.0,rain,rain,Rain,2011
2011-01-09T06,38.75,36.6,6.41,0.92,1.0,1010.43,12.04,124.0,rain,rain,Rain,2011
2011-01-09T07,38.79,36.69,5.55,0.92,1.0,1011.61,16.02,127.0,rain,rain,Rain and Breezy,2011
2011-01-09T08,38.49,36.15,3.87,0.91,0.99,1012.05,15.05,109.0,rain,rain,Light Rain,2011
2011-01-09T09,37.09,35.85,4.77,0.95,1.0,1011.8,13.61,82.0,rain,rain,Light Rain,2011
2011-01-09T10,37.1,35.7,4.24,0.95,1.0,1012.7,11.65,61.0,rain,rain,Rain,2011
2011-01-09T11,36.69,34.49,3.9,0.92,1.0,1014.31,7.17,63.0,rain,rain,Rain,2011
2011-01-09T12,34.13,32.09,1.08,0.92,1.0,1014.65,6.35,65.0,rain,rain,Light Rain,2011
2011-01-09T13,33.11,31.89,0.73,0.95,1.0,1014.0,7.92,66.0,snow,snow,Snow,2011
2011-01-09T14,33.67,31.75,2.85,0.93,1.0,1012.77,12.29,68.0,snow,cloudy,Overcast,2011
2011-01-09T15,34.0,32.37,9.19,0.94,1.0,1011.95,13.09,61.0,rain,cloudy,Overcast,2011
2011-01-09T16,33.81,31.65,9.77,0.92,0.86,1011.81,16.0,76.0,snow,wind,Breezy and Mostly Cloudy,2011
2011-01-09T17,33.62,30.2,9.7,0.87,1.0,1013.32,9.9,74.0,snow,cloudy,Overcast,2011
2011-01-09T18,31.86,27.85,9.1,0.85,1.0,1023.36,9.85,341.0,,cloudy,Overcast,2011
2011-01-09T19,31.95,28.37,9.93,0.86,0.97,1015.19,11.68,80.0,snow,cloudy,Overcast,2011
2011-01-09T20,31.56,27.99,10.0,0.86,0.91,1014.77,11.82,88.0,snow,partly-cloudy-night,Mostly Cloudy,2011
2011-01-09T21,30.08,27.05,10.0,0.88,0.99,1015.77,9.91,102.0,snow,cloudy,Overcast,2011
2011-01-09T22,29.96,26.44,10.0,0.87,1.0,1015.33,10.11,99.0,,cloudy,Overcast,2011
2011-01-09T23,29.59,26.83,9.93,0.89,1.0,1015.5,9.6,100.0,snow,cloudy,Overcast,2011
2011-01-10T00,29.11,26.26,9.93,0.89,1.0,1015.46,9.55,107.0,,cloudy,Overcast,2011
2011-01-10T01,29.04,26.34,9.59,0.89,1.0,1015.44,8.61,93.0,snow,cloudy,Overcast,2011
2011-01-10T02,29.15,26.96,9.16,0.91,1.0,1015.95,5.87,101.0,,cloudy,Overcast,2011
2011-01-10T03,29.15,26.91,6.07,0.91,1.0,1016.07,5.98,88.0,snow,cloudy,Overcast,2011
2011-01-10T04,29.58,27.52,5.21,0.92,1.0,1016.0,7.12,79.0,,cloudy,Overcast,2011
2011-01-10T05,28.27,27.1,4.32,0.95,1.0,1016.54,5.05,58.0,,cloudy,Overcast,2011
2011-01-10T06,28.25,26.87,4.88,0.94,1.0,1017.46,4.45,58.0,,cloudy,Overcast,2011
2011-01-10T07,28.31,26.74,6.76,0.94,1.0,1018.54,5.69,28.0,,cloudy,Overcast,2011
2011-01-10T08,28.87,26.86,6.82,0.92,1.0,1019.49,6.81,40.0,snow,cloudy,Overcast,2011
2011-01-10T09,29.59,26.89,8.39,0.9,0.99,1020.29,5.24,49.0,,cloudy,Overcast,2011
2011-01-10T10,29.8,27.05,4.22,0.89,0.97,1020.86,3.57,53.0,snow,cloudy,Overcast,2011
2011-01-10T11,31.41,27.64,4.92,0.86,0.97,1020.66,5.22,53.0,,cloudy,Overcast,2011
2011-01-10T12,31.64,27.07,9.63,0.83,0.99,1020.07,2.22,29.0,snow,cloudy,Overcast,2011
2011-01-10T13,32.51,27.13,9.47,0.8,0.99,1019.67,3.32,340.0,snow,snow,Snow,2011
2011-01-10T14,32.73,28.07,9.27,0.83,0.99,1019.63,5.44,317.0,,cloudy,Overcast,2011
2011-01-10T15,33.36,28.04,9.0,0.81,0.99,1019.92,7.71,350.0,,cloudy,Overcast,2011
2011-01-10T16,32.83,28.33,8.89,0.83,0.99,1021.05,9.04,344.0,,cloudy,Overcast,2011
2011-01-10T17,32.29,27.78,8.7,0.83,1.0,1022.39,9.44,355.0,,cloudy,Overcast,2011
2011-01-10T18,28.76,14.07,10.0,0.54,0.19,1037.36,7.3,7.0,,clear-night,Clear,2011
2011-01-10T19,32.15,28.13,9.55,0.85,0.97,1023.99,9.75,347.0,,cloudy,Overcast,2011
