hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2016-04-12T19,65.58,52.66,10.0,0.63,0.83,1018.61,9.88,57.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-12T20,64.68,52.23,10.0,0.64,0.22,1019.05,4.47,42.0,,clear-night,Clear,2016
2016-04-12T21,63.5,52.38,10.0,0.67,,1019.6,7.71,74.0,rain,clear-night,Clear,2016
2016-04-12T22,63.44,51.44,10.0,0.65,0.93,1019.15,8.33,57.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-04-12T23,63.43,50.91,10.0,0.64,0.31,1019.13,10.54,49.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-13T00,62.34,51.58,9.68,0.68,,1021.06,2.75,82.0,rain,clear-night,Clear,2016
2016-04-13T01,59.57,54.03,9.93,0.82,0.86,1020.18,6.8,79.0,rain,partly-cloudy-night,Mostly Cloudy,2016
2016-04-13T02,58.48,52.44,10.0,0.8,0.18,1018.44,9.71,86.0,rain,clear-night,Clear,2016
2016-04-13T03,57.5,51.18,10.0,0.79,0.21,1017.23,8.24,80.0,,clear-night,Clear,2016
2016-04-13T04,55.98,50.4,9.9,0.82,0.22,1017.37,5.9,101.0,,clear-night,Clear,2016
2016-04-13T05,55.62,50.16,10.0,0.82,0.26,1016.77,4.8,62.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-13T06,55.53,50.18,10.0,0.82,0.2,1016.92,6.06,19.0,,clear-night,Clear,2016
2016-04-13T07,56.36,49.79,10.0,0.79,0.73,1017.58,5.37,53.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-04-13T08,56.76,49.62,10.0,0.77,,1018.62,5.87,46.0,,clear-day,Clear,2016
2016-04-13T09,57.36,48.63,9.75,0.73,,1019.19,6.37,48.0,rain,clear-day,Clear,2016
2016-04-13T10,56.3,49.27,9.79,0.77,1.0,1019.56,4.75,125.0,rain,cloudy,Overcast,2016
2016-04-13T11,57.1,50.39,9.86,0.78,,1019.86,8.87,1.0,rain,clear-day,Clear,2016
2016-04-13T12,57.22,51.05,9.77,0.8,,1019.58,11.92,15.0,rain,clear-day,Clear,2016
2016-04-13T13,57.91,51.08,9.94,0.78,1.0,1018.95,12.05,24.0,rain,cloudy,Overcast,2016
2016-04-13T14,58.0,51.05,9.94,0.78,,1018.4,9.81,13.0,,clear-day,Clear,2016
2016-04-13T15,59.86,51.29,9.88,0.73,,1017.66,7.62,18.0,,clear-day,Clear,2016
2016-04-13T16,60.92,51.6,9.94,0.71,1.0,1016.73,9.29,28.0,,cloudy,Overcast,2016
2016-04-13T17,61.3,51.7,10.0,0.71,,1016.23,6.27,49.0,,clear-day,Clear,2016
2016-04-13T18,61.03,51.75,9.94,0.72,0.0,1015.97,8.06,28.0,,clear-day,Clear,2016
2016-04-13T19,59.46,52.36,9.94,0.77,0.72,1016.04,9.18,18.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-13T20,58.13,52.08,10.0,0.8,,1016.3,8.33,25.0,,clear-night,Clear,2016
2016-04-13T21,57.82,52.74,10.0,0.83,,1016.44,6.65,29.0,,clear-night,Clear,2016
2016-04-13T22,57.67,52.95,10.0,0.84,0.98,1017.08,7.01,19.0,,cloudy,Overcast,2016
2016-04-13T23,57.56,53.26,9.87,0.86,,1017.33,5.56,23.0,,clear-night,Clear,2016
2016-04-14T00,56.86,52.95,9.66,0.87,,1016.89,5.12,26.0,,clear-night,Clear,2016
2016-04-14T01,57.41,53.56,9.55,0.87,1.0,1017.02,6.02,351.0,,cloudy,Overcast,2016
2016-04-14T02,57.56,53.34,9.71,0.86,,1016.68,6.8,14.0,,clear-night,Clear,2016
2016-04-14T03,57.54,53.43,9.51,0.86,,1016.34,6.94,17.0,,clear-night,Clear,2016
2016-04-14T04,57.51,53.55,9.32,0.87,1.0,1016.15,7.27,19.0,,cloudy,Overcast,2016
2016-04-14T05,57.58,54.32,9.71,0.89,,1015.94,6.95,34.0,rain,clear-night,Clear,2016
2016-04-14T06,57.52,53.26,9.82,0.86,,1016.05,6.1,38.0,,clear-night,Clear,2016
2016-04-14T07,57.61,53.22,9.8,0.85,1.0,1016.42,6.81,24.0,,cloudy,Overcast,2016
2016-04-14T08,57.69,53.05,9.84,0.85,,1017.02,7.48,35.0,,clear-day,Clear,2016
2016-04-14T09,58.44,52.57,9.89,0.81,,1017.59,4.41,44.0,,clear-day,Clear,2016
2016-04-14T10,60.94,52.73,9.94,0.74,0.71,1017.55,5.97,15.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-14T11,64.16,53.41,10.0,0.68,0.29,1017.64,4.28,26.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T12,67.53,54.96,10.0,0.64,0.3,1017.17,5.1,350.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T13,69.11,55.1,10.0,0.61,0.31,1016.37,5.54,359.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T14,69.63,55.19,10.0,0.6,0.31,1015.54,4.66,9.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T15,70.61,54.53,9.94,0.57,,1014.86,3.85,31.0,,clear-day,Clear,2016
2016-04-14T16,71.1,55.25,9.94,0.57,0.92,1014.06,4.18,39.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-14T17,73.43,54.63,10.0,0.52,0.31,1013.48,4.68,61.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T18,71.74,54.45,10.0,0.55,0.24,1013.14,5.14,86.0,,clear-day,Clear,2016
2016-04-14T19,70.75,54.55,10.0,0.57,0.55,1012.86,6.64,98.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-14T20,67.79,54.9,10.0,0.63,0.26,1012.81,6.34,109.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-14T21,64.86,55.35,10.0,0.71,0.22,1013.02,5.61,131.0,,clear-night,Clear,2016
2016-04-14T22,62.91,55.7,10.0,0.77,0.21,1013.52,5.22,145.0,,clear-night,Clear,2016
2016-04-14T23,61.37,56.2,10.0,0.83,0.18,1013.56,4.67,155.0,,clear-night,Clear,2016
2016-04-15T00,60.25,56.09,9.63,0.86,0.18,1013.27,4.83,142.0,,clear-night,Clear,2016
2016-04-15T01,58.47,55.19,9.15,0.89,0.0,1012.95,3.16,148.0,,clear-night,Clear,2016
2016-04-15T02,58.13,55.02,8.72,0.89,0.01,1012.47,3.06,141.0,,clear-night,Clear,2016
2016-04-15T03,57.36,54.48,8.28,0.9,0.21,1012.08,3.82,139.0,,clear-night,Clear,2016
2016-04-15T04,55.78,53.61,5.23,0.92,0.23,1011.93,4.03,127.0,,clear-night,Clear,2016
2016-04-15T05,55.42,53.36,3.91,0.93,0.26,1011.56,4.76,108.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-15T06,54.62,52.86,3.72,0.94,0.26,1011.94,3.34,101.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-15T07,54.26,53.0,2.96,0.95,0.26,1012.18,4.91,103.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-15T08,55.97,54.69,4.54,0.95,0.25,1012.74,4.38,112.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T09,60.51,57.21,6.82,0.89,0.29,1012.85,6.16,135.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T10,64.84,57.57,9.64,0.77,0.64,1013.13,9.53,154.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-15T11,67.15,56.66,10.0,0.69,0.31,1013.35,9.4,160.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T12,68.92,56.27,10.0,0.64,0.31,1013.34,9.64,149.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T13,70.36,56.27,10.0,0.61,0.68,1012.75,9.99,115.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-15T14,72.01,56.22,10.0,0.58,0.31,1012.12,8.72,122.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T15,72.19,56.1,10.0,0.57,0.31,1011.29,10.52,116.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T16,73.64,56.53,10.0,0.55,0.29,1010.4,12.04,116.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T17,74.36,56.13,10.0,0.53,0.19,1009.84,10.47,135.0,,clear-day,Clear,2016
2016-04-15T18,72.93,55.9,10.0,0.55,0.09,1009.73,13.96,112.0,,clear-day,Clear,2016
2016-04-15T19,71.9,55.92,10.0,0.57,0.46,1009.78,13.06,118.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-15T20,68.9,56.05,10.0,0.64,0.2,1009.51,8.32,124.0,,clear-night,Clear,2016
2016-04-15T21,66.32,56.1,10.0,0.7,0.21,1009.35,7.23,116.0,,clear-night,Clear,2016
2016-04-15T22,65.33,56.53,10.0,0.73,0.2,1009.69,6.9,124.0,,clear-night,Clear,2016
2016-04-15T23,65.67,57.35,10.0,0.75,0.2,1009.97,9.65,130.0,,clear-night,Clear,2016
2016-04-16T00,65.07,57.46,9.95,0.76,0.2,1010.28,9.04,135.0,,clear-night,Clear,2016
2016-04-16T01,64.39,57.98,10.0,0.8,0.44,1010.04,9.43,128.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-16T02,63.96,58.32,10.0,0.82,0.11,1009.89,9.89,125.0,,clear-night,Clear,2016
2016-04-16T03,64.43,60.0,9.97,0.86,0.17,1009.32,16.08,120.0,,clear-night,Clear,2016
2016-04-16T04,64.47,61.09,9.84,0.89,0.59,1009.18,14.78,126.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-16T05,65.21,61.31,9.71,0.87,0.31,1009.3,13.02,127.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-16T06,65.52,61.1,9.77,0.86,,1009.47,15.76,129.0,,clear-night,Clear,2016
2016-04-16T07,66.14,61.02,9.6,0.84,1.0,1009.88,14.88,143.0,,cloudy,Overcast,2016
2016-04-16T08,66.31,61.07,9.6,0.83,,1010.91,15.97,140.0,,clear-day,Clear,2016
2016-04-16T09,67.56,61.02,9.69,0.8,,1012.1,13.02,147.0,,clear-day,Clear,2016
2016-04-16T10,69.25,60.67,9.8,0.74,1.0,1013.19,13.13,157.0,,cloudy,Overcast,2016
2016-04-16T11,71.62,61.22,9.88,0.7,0.31,1012.92,15.32,141.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-16T12,74.34,61.47,9.88,0.64,0.31,1012.76,16.16,146.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-16T13,76.58,60.74,9.88,0.58,0.71,1012.38,18.07,138.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-16T14,78.67,61.26,9.94,0.55,0.0,1011.43,19.61,136.0,,clear-day,Clear,2016
2016-04-16T15,78.61,61.25,9.94,0.55,0.0,1010.93,19.34,128.0,,clear-day,Clear,2016
2016-04-16T16,79.2,61.13,9.94,0.54,0.91,1010.61,17.13,125.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-16T17,78.4,61.22,9.94,0.56,0.31,1010.3,17.02,124.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-16T18,77.49,61.31,9.94,0.58,0.0,1010.06,18.24,117.0,,clear-day,Clear,2016
2016-04-16T19,75.62,61.29,9.94,0.61,1.0,1010.48,20.22,111.0,,cloudy,Overcast,2016
2016-04-16T20,74.56,60.79,10.0,0.62,,1010.75,18.77,111.0,,clear-night,Clear,2016
2016-04-16T21,74.27,60.67,10.0,0.63,0.31,1011.43,15.48,110.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-16T22,72.69,61.16,10.0,0.67,0.95,1011.7,18.92,109.0,,cloudy,Overcast,2016
2016-04-16T23,71.59,61.15,10.0,0.7,,1012.55,22.54,109.0,,wind,Breezy,2016
2016-04-17T00,70.54,61.34,9.94,0.73,,1012.84,19.61,109.0,,wind,Breezy,2016
2016-04-17T01,69.75,61.26,10.0,0.74,1.0,1012.28,20.35,111.0,,wind,Breezy and Overcast,2016
2016-04-17T02,69.75,61.32,10.0,0.75,,1012.75,17.94,119.0,,clear-night,Clear,2016
2016-04-17T03,69.68,61.35,10.0,0.75,,1012.23,17.57,121.0,,clear-night,Clear,2016
2016-04-17T04,69.61,62.15,10.0,0.77,1.0,1012.23,14.77,127.0,,cloudy,Overcast,2016
2016-04-17T05,69.53,62.3,10.0,0.78,,1012.97,15.17,136.0,,clear-night,Clear,2016
2016-04-17T06,68.36,61.86,8.81,0.8,,1013.82,10.74,134.0,rain,rain,Possible Light Rain,2016
2016-04-17T07,64.17,61.01,3.44,0.89,1.0,1014.85,2.14,335.0,rain,rain,Rain,2016
2016-04-17T08,62.19,60.31,1.85,0.94,,1015.39,5.62,345.0,rain,rain,Rain,2016
2016-04-17T09,62.56,60.13,3.18,0.92,,1015.1,12.87,4.0,rain,rain,Rain,2016
2016-04-17T10,62.64,60.34,3.32,0.92,1.0,1016.12,12.62,354.0,rain,rain,Rain,2016
2016-04-17T11,61.9,59.57,3.33,0.92,,1017.67,13.19,3.0,rain,rain,Rain,2016
2016-04-17T12,62.42,59.6,3.85,0.9,,1017.47,14.17,2.0,rain,rain,Rain,2016
2016-04-17T13,62.68,60.05,8.16,0.91,1.0,1015.47,14.73,41.0,rain,rain,Light Rain,2016
2016-04-17T14,64.28,60.55,8.75,0.88,0.31,1016.62,9.93,32.0,rain,rain,Light Rain,2016
2016-04-17T15,65.95,61.49,9.83,0.86,0.31,1016.14,13.75,80.0,rain,partly-cloudy-day,Partly Cloudy,2016
2016-04-17T16,65.74,61.7,9.72,0.87,0.97,1015.65,10.86,77.0,rain,cloudy,Overcast,2016
2016-04-17T17,66.72,63.26,9.77,0.89,,1014.4,10.15,86.0,rain,clear-day,Clear,2016
2016-04-17T18,67.59,64.2,9.94,0.89,,1014.18,9.73,91.0,,clear-day,Clear,2016
2016-04-17T19,67.78,64.53,9.44,0.89,1.0,1014.57,8.51,101.0,rain,cloudy,Overcast,2016
2016-04-17T20,68.61,65.4,9.41,0.9,0.31,1014.87,10.37,101.0,rain,partly-cloudy-night,Partly Cloudy,2016
2016-04-17T21,69.19,64.89,9.6,0.86,0.31,1014.63,10.05,136.0,rain,partly-cloudy-night,Partly Cloudy,2016
2016-04-17T22,68.73,63.17,9.6,0.82,0.83,1015.15,8.15,183.0,rain,partly-cloudy-night,Mostly Cloudy,2016
2016-04-17T23,67.86,61.18,9.69,0.79,0.24,1016.03,7.25,213.0,rain,clear-night,Clear,2016
2016-04-18T00,67.4,61.88,9.63,0.83,0.23,1015.69,4.26,276.0,rain,clear-night,Clear,2016
2016-04-18T01,67.17,63.22,7.75,0.87,0.87,1016.5,3.47,286.0,rain,rain,Light Rain,2016
2016-04-18T02,64.53,62.92,3.26,0.95,,1017.78,6.57,200.0,rain,rain,Rain,2016
2016-04-18T03,64.41,62.28,3.87,0.93,,1018.56,6.92,159.0,rain,rain,Heavy Rain,2016
2016-04-18T04,63.84,62.26,4.18,0.95,1.0,1017.68,7.92,87.0,rain,rain,Rain,2016
2016-04-18T05,64.96,61.03,9.39,0.87,0.31,1017.18,2.58,93.0,rain,rain,Light Rain,2016
2016-04-18T06,64.58,60.85,9.89,0.88,0.28,1017.61,4.59,78.0,rain,partly-cloudy-night,Partly Cloudy,2016
2016-04-18T07,64.26,61.34,9.86,0.9,0.79,1017.96,6.53,320.0,rain,partly-cloudy-day,Mostly Cloudy,2016
2016-04-18T08,64.46,62.06,9.87,0.92,0.2,1018.66,8.0,343.0,,clear-day,Clear,2016
2016-04-18T09,65.7,62.4,9.79,0.89,0.13,1019.65,7.46,344.0,,clear-day,Clear,2016
2016-04-18T10,66.69,62.5,9.53,0.86,1.0,1020.17,6.57,344.0,,cloudy,Overcast,2016
2016-04-18T11,68.36,63.13,9.84,0.83,,1020.48,7.05,53.0,rain,clear-day,Clear,2016
2016-04-18T12,69.42,63.2,9.88,0.81,,1020.66,7.8,47.0,rain,clear-day,Clear,2016
2016-04-18T13,70.14,62.47,9.86,0.77,1.0,1020.93,5.78,90.0,rain,cloudy,Overcast,2016
2016-04-18T14,70.99,62.03,10.0,0.73,0.31,1020.01,8.03,113.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-18T15,72.44,61.84,10.0,0.69,0.31,1018.94,8.45,71.0,rain,partly-cloudy-day,Partly Cloudy,2016
2016-04-18T16,72.3,61.66,9.9,0.69,0.98,1019.16,5.22,52.0,,cloudy,Overcast,2016
2016-04-18T17,72.32,61.57,10.0,0.69,0.31,1018.37,5.49,42.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-18T18,71.75,61.44,10.0,0.7,0.15,1017.73,8.27,57.0,,clear-day,Clear,2016
2016-04-18T19,72.25,61.11,10.0,0.68,0.62,1018.44,8.8,69.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-18T20,70.85,61.22,9.89,0.72,0.31,1018.91,7.74,70.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-18T21,69.32,61.11,9.94,0.75,0.24,1018.82,8.97,65.0,,clear-night,Clear,2016
2016-04-18T22,67.58,61.65,10.0,0.81,0.64,1019.45,7.35,73.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-04-18T23,66.76,61.6,10.0,0.84,0.0,1019.66,7.08,72.0,,clear-night,Clear,2016
2016-04-19T00,65.9,61.46,10.0,0.86,0.31,1019.54,5.0,64.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-19T01,65.75,61.41,9.94,0.86,1.0,1019.46,4.83,80.0,,cloudy,Overcast,2016
2016-04-19T02,65.54,61.6,10.0,0.87,,1019.11,4.55,70.0,,clear-night,Clear,2016
2016-04-19T03,64.71,61.59,9.88,0.9,0.31,1018.03,5.9,65.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-19T04,64.03,61.53,9.72,0.92,0.68,1017.98,4.22,65.0,,partly-cloudy-night,Mostly Cloudy,2016
2016-04-19T05,63.81,61.36,9.58,0.92,0.31,1018.25,0.98,60.0,rain,partly-cloudy-night,Partly Cloudy,2016
2016-04-19T06,64.54,61.56,9.57,0.9,,1018.53,3.24,60.0,,clear-night,Clear,2016
2016-04-19T07,64.61,61.45,9.42,0.89,1.0,1018.44,3.13,65.0,,cloudy,Overcast,2016
2016-04-19T08,65.4,61.66,9.24,0.88,,1018.85,3.18,42.0,,clear-day,Clear,2016
2016-04-19T09,66.33,61.75,9.57,0.85,,1019.22,0.86,35.0,,clear-day,Clear,2016
2016-04-19T10,67.69,62.23,9.89,0.83,1.0,1019.15,3.24,39.0,,cloudy,Overcast,2016
2016-04-19T11,69.63,61.43,9.89,0.75,,1019.04,2.89,38.0,,clear-day,Clear,2016
2016-04-19T12,70.76,60.63,9.94,0.7,,1018.81,2.85,330.0,,clear-day,Clear,2016
2016-04-19T13,72.25,60.03,9.86,0.65,0.75,1018.14,2.42,296.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-19T14,72.82,60.28,10.0,0.65,0.31,1017.39,2.51,12.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-19T15,73.37,60.19,9.87,0.63,0.31,1016.49,2.52,33.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-19T16,76.09,60.73,9.95,0.59,0.66,1015.69,4.42,98.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-19T17,75.73,60.05,9.94,0.58,0.27,1014.63,4.3,61.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-19T18,76.3,60.43,9.41,0.58,0.28,1014.3,5.24,113.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-19T19,75.08,60.76,10.0,0.61,0.64,1014.22,5.11,133.0,,partly-cloudy-day,Mostly Cloudy,2016
2016-04-19T20,71.88,61.2,9.89,0.69,0.22,1014.13,6.54,137.0,,clear-night,Clear,2016
2016-04-19T21,69.82,61.38,9.89,0.75,0.23,1013.96,6.46,147.0,,clear-night,Clear,2016
2016-04-19T22,69.04,61.34,9.94,0.77,0.27,1014.24,4.62,144.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-19T23,68.7,62.13,10.0,0.8,0.25,1014.66,3.63,117.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-20T00,68.84,62.41,10.0,0.8,0.31,1013.97,6.52,104.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-20T01,68.95,62.77,9.79,0.81,0.61,1013.79,5.7,78.0,rain,partly-cloudy-night,Mostly Cloudy,2016
2016-04-20T02,63.21,59.58,3.84,0.88,0.17,1013.29,9.16,7.0,rain,rain,Rain,2016
2016-04-20T03,61.63,59.28,4.75,0.92,,1014.66,5.84,355.0,rain,rain,Heavy Rain,2016
2016-04-20T04,61.55,59.29,9.3,0.92,0.95,1013.49,4.52,57.0,rain,rain,Rain,2016
2016-04-20T05,61.62,59.48,9.78,0.93,0.31,1012.04,3.06,315.0,rain,partly-cloudy-night,Partly Cloudy,2016
2016-04-20T06,62.3,59.88,9.36,0.92,0.31,1014.14,9.66,206.0,rain,rain,Light Rain,2016
2016-04-20T07,61.79,59.79,9.12,0.93,1.0,1013.41,8.82,253.0,rain,cloudy,Overcast,2016
2016-04-20T08,62.45,59.6,9.58,0.9,0.23,1015.03,4.99,269.0,rain,clear-day,Clear,2016
2016-04-20T09,64.1,60.32,9.76,0.88,0.14,1015.77,5.76,277.0,,clear-day,Clear,2016
2016-04-20T10,64.56,59.7,9.76,0.84,0.98,1015.9,5.04,302.0,,cloudy,Overcast,2016
2016-04-20T11,64.91,60.11,10.0,0.84,,1016.3,6.79,315.0,,clear-day,Clear,2016
2016-04-20T12,66.87,59.33,10.0,0.77,,1016.23,7.68,326.0,,clear-day,Clear,2016
2016-04-20T13,67.98,58.75,10.0,0.72,1.0,1015.92,6.31,319.0,,cloudy,Overcast,2016
2016-04-20T14,69.14,58.72,10.0,0.69,,1015.42,6.63,321.0,,clear-day,Clear,2016
2016-04-20T15,69.94,59.08,10.0,0.68,,1015.12,7.35,326.0,,clear-day,Clear,2016
2016-04-20T16,70.59,59.12,10.0,0.67,1.0,1014.43,7.01,278.0,,cloudy,Overcast,2016
2016-04-20T17,70.88,58.65,10.0,0.65,0.31,1013.8,8.13,312.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-20T18,72.29,58.41,10.0,0.62,0.3,1013.47,4.28,293.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-20T19,71.74,58.14,10.0,0.62,0.58,1013.35,4.0,323.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-20T20,68.46,58.35,9.94,0.7,0.16,1013.34,3.46,186.0,,clear-night,Clear,2016
2016-04-20T21,67.37,58.25,10.0,0.73,0.09,1013.73,4.65,257.0,,clear-night,Clear,2016
2016-04-20T22,66.06,58.14,10.0,0.76,0.25,1014.26,4.19,157.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-20T23,62.94,58.11,9.97,0.84,0.25,1014.52,2.9,96.0,,partly-cloudy-night,Partly Cloudy,2016
2016-04-21T00,62.75,57.81,9.97,0.84,0.22,1014.34,3.04,168.0,,clear-night,Clear,2016
2016-04-21T01,61.58,57.81,9.75,0.87,0.23,1014.23,2.26,185.0,,clear-night,Clear,2016
2016-04-21T02,61.44,57.79,9.69,0.88,0.11,1014.04,3.31,340.0,,clear-night,Clear,2016
2016-04-21T03,62.53,58.58,7.05,0.87,0.16,1014.33,17.49,329.0,rain,rain,Possible Light Rain,2016
2016-04-21T04,61.42,58.4,5.68,0.9,1.0,1014.81,15.01,324.0,rain,rain,Light Rain,2016
2016-04-21T05,60.8,57.46,8.41,0.89,0.18,1013.15,5.08,103.0,rain,rain,Rain,2016
2016-04-21T06,60.92,57.4,9.62,0.88,0.22,1012.89,12.2,182.0,rain,clear-night,Clear,2016
2016-04-21T07,61.26,57.45,9.64,0.87,0.61,1012.34,4.47,160.0,rain,rain,Light Rain,2016
2016-04-21T08,62.21,57.62,10.0,0.85,0.0,1013.98,4.89,325.0,rain,clear-day,Clear,2016
2016-04-21T09,62.06,58.34,10.0,0.88,0.1,1014.75,7.93,331.0,,clear-day,Clear,2016
2016-04-21T10,65.13,58.23,10.0,0.78,0.52,1014.56,6.94,337.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-21T11,67.28,58.1,10.0,0.72,0.1,1014.93,8.07,337.0,,clear-day,Clear,2016
2016-04-21T12,70.58,57.55,10.0,0.63,0.23,1015.07,6.53,319.0,,clear-day,Clear,2016
2016-04-21T13,73.28,57.36,10.0,0.58,0.24,1014.85,8.36,329.0,,clear-day,Clear,2016
2016-04-21T14,75.38,55.56,10.0,0.5,0.24,1014.46,7.63,340.0,,clear-day,Clear,2016
2016-04-21T15,77.18,56.42,10.0,0.49,0.29,1013.94,8.7,312.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-21T16,77.92,54.78,9.98,0.45,0.28,1013.35,13.01,323.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-21T17,77.71,55.1,10.0,0.46,0.27,1013.14,10.18,337.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-21T18,77.82,53.93,10.0,0.44,0.27,1013.34,9.53,340.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-21T19,76.8,53.3,10.0,0.44,0.23,1013.26,11.65,340.0,,clear-day,Clear,2016
2016-04-21T20,72.28,53.57,10.0,0.52,0.23,1013.6,7.88,337.0,,clear-night,Clear,2016
2016-04-21T21,69.35,52.69,10.0,0.55,0.19,1014.47,7.39,331.0,,clear-night,Clear,2016
2016-04-21T22,67.69,52.89,10.0,0.59,0.17,1015.4,6.56,331.0,,clear-night,Clear,2016
2016-04-21T23,65.54,52.98,10.0,0.64,0.0,1016.29,5.84,328.0,,clear-night,Clear,2016
2016-04-22T00,63.83,53.38,10.0,0.69,0.0,1016.78,6.9,336.0,,clear-night,Clear,2016
2016-04-22T01,62.27,52.07,10.0,0.69,0.0,1016.73,5.26,325.0,,clear-night,Clear,2016
2016-04-22T02,61.38,52.19,10.0,0.72,0.0,1016.69,5.17,318.0,,clear-night,Clear,2016
2016-04-22T03,59.75,52.27,10.0,0.76,0.0,1016.39,4.62,309.0,,clear-night,Clear,2016
2016-04-22T04,58.33,51.3,10.0,0.77,0.0,1016.28,5.48,301.0,,clear-night,Clear,2016
2016-04-22T05,57.42,51.25,10.0,0.8,0.0,1016.56,4.34,319.0,,clear-night,Clear,2016
2016-04-22T06,57.59,50.54,10.0,0.77,0.0,1017.09,5.45,309.0,,clear-night,Clear,2016
2016-04-22T07,57.49,50.89,10.0,0.79,0.02,1017.44,6.9,307.0,,clear-day,Clear,2016
2016-04-22T08,61.52,52.74,10.0,0.73,0.0,1018.29,4.76,315.0,,clear-day,Clear,2016
2016-04-22T09,66.6,53.76,10.0,0.63,0.0,1018.79,4.72,325.0,,clear-day,Clear,2016
2016-04-22T10,71.7,52.44,10.0,0.51,0.0,1019.26,5.42,307.0,,clear-day,Clear,2016
2016-04-22T11,74.52,52.66,10.0,0.47,0.0,1019.81,9.04,334.0,,clear-day,Clear,2016
2016-04-22T12,77.13,51.8,10.0,0.41,0.24,1019.93,11.94,329.0,,clear-day,Clear,2016
2016-04-22T13,77.68,50.55,10.0,0.39,0.3,1019.62,8.96,317.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-22T14,79.25,51.15,10.0,0.38,0.28,1019.11,10.74,333.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-22T15,79.64,49.34,10.0,0.35,0.27,1018.44,11.84,318.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-22T16,80.3,47.95,10.0,0.32,0.26,1017.56,11.6,341.0,,partly-cloudy-day,Partly Cloudy,2016
2016-04-22T17,80.41,45.87,10.0,0.3,0.24,1017.02,12.91,5.0,,clear-day,Clear,2016
