hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2012-01-02T04,41.71,21.79,10.0,0.45,0.0,1021.68,13.74,335.0,,clear-night,Clear,2012
2012-01-02T05,39.84,18.69,10.0,0.42,0.0,1021.82,13.3,328.0,,clear-night,Clear,2012
2012-01-02T06,37.81,17.2,10.0,0.43,0.0,1022.41,15.62,320.0,,clear-night,Clear,2012
2012-01-02T07,36.78,15.56,10.0,0.41,0.0,1022.72,12.41,319.0,,clear-night,Clear,2012
2012-01-02T08,35.14,15.44,10.0,0.44,0.0,1023.39,11.59,310.0,,clear-day,Clear,2012
2012-01-02T09,37.07,15.94,10.0,0.42,0.0,1023.83,10.62,311.0,,clear-day,Clear,2012
2012-01-02T10,39.87,14.9,10.0,0.36,0.0,1024.29,13.76,316.0,,clear-day,Clear,2012
2012-01-02T11,41.9,13.17,10.0,0.31,0.0,1024.0,16.64,302.0,,clear-day,Clear,2012
2012-01-02T12,43.92,12.46,10.0,0.27,0.0,1023.0,17.72,292.0,,clear-day,Clear,2012
2012-01-02T13,45.01,11.07,10.0,0.25,0.0,1021.86,18.42,295.0,,clear-day,Clear,2012
2012-01-02T14,45.85,9.98,10.0,0.23,0.0,1020.55,22.06,282.0,,wind,Breezy,2012
2012-01-02T15,46.55,8.2,10.0,0.2,0.0,1019.78,21.69,297.0,,wind,Breezy,2012
2012-01-02T16,45.72,8.97,10.0,0.22,0.0,1019.21,21.17,284.0,,wind,Breezy,2012
2012-01-02T17,43.73,7.78,10.0,0.22,0.21,1019.45,19.58,305.0,,clear-day,Clear,2012
2012-01-02T18,40.82,8.07,10.0,0.25,0.22,1019.69,20.07,306.0,rain,wind,Breezy,2012
2012-01-02T19,38.84,8.18,10.0,0.28,0.39,1020.6,19.88,308.0,,wind,Breezy and Partly Cloudy,2012
2012-01-02T20,36.82,7.18,10.0,0.28,0.69,1021.5,26.54,313.0,,wind,Windy and Mostly Cloudy,2012
2012-01-02T21,33.74,13.25,10.0,0.42,0.67,1023.29,23.42,337.0,,wind,Breezy and Mostly Cloudy,2012
2012-01-02T22,31.88,10.78,10.0,0.41,0.34,1024.26,16.6,336.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-02T23,30.99,10.73,10.0,0.42,0.37,1024.73,11.36,333.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-03T00,30.69,9.62,9.85,0.41,0.66,1024.89,17.2,337.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-03T01,28.95,10.39,10.0,0.45,0.36,1025.26,12.9,329.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-03T02,26.56,13.25,10.0,0.57,0.34,1025.45,16.2,321.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-03T03,26.37,10.14,10.0,0.5,0.4,1025.79,17.31,331.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-03T04,25.39,4.35,10.0,0.4,0.37,1026.12,18.88,329.0,,wind,Breezy and Partly Cloudy,2012
2012-01-03T05,24.99,5.42,10.0,0.42,0.32,1026.91,14.98,336.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-03T06,24.49,5.5,10.0,0.44,0.22,1027.77,17.7,345.0,,clear-night,Clear,2012
2012-01-03T07,22.17,4.84,10.0,0.47,0.01,1028.93,16.05,330.0,,clear-night,Clear,2012
2012-01-03T08,22.08,5.65,10.0,0.49,0.0,1029.77,13.74,312.0,,clear-day,Clear,2012
2012-01-03T09,23.32,6.54,10.0,0.48,0.2,1030.89,17.69,320.0,,clear-day,Clear,2012
2012-01-03T10,25.29,6.81,10.0,0.45,0.21,1031.92,12.21,335.0,,clear-day,Clear,2012
2012-01-03T11,27.22,7.39,10.0,0.42,0.21,1032.02,10.4,331.0,,clear-day,Clear,2012
2012-01-03T12,29.25,7.6,10.0,0.39,0.2,1031.34,13.35,305.0,,clear-day,Clear,2012
2012-01-03T13,31.07,7.61,10.0,0.37,0.2,1030.22,13.28,304.0,,clear-day,Clear,2012
2012-01-03T14,32.85,8.0,10.0,0.35,0.2,1029.21,11.99,318.0,,clear-day,Clear,2012
2012-01-03T15,33.25,6.65,10.0,0.32,0.21,1028.79,10.84,299.0,,clear-day,Clear,2012
2012-01-03T16,34.06,5.89,10.0,0.3,0.2,1029.0,12.65,294.0,,clear-day,Clear,2012
2012-01-03T17,33.77,5.67,10.0,0.3,0.2,1029.23,12.88,295.0,,clear-day,Clear,2012
2012-01-03T18,31.25,6.59,10.0,0.35,0.0,1029.38,10.68,300.0,,clear-night,Clear,2012
2012-01-03T19,30.0,8.58,10.0,0.4,0.0,1029.09,8.97,290.0,,clear-night,Clear,2012
2012-01-03T20,28.99,8.49,10.0,0.41,0.0,1029.32,8.09,298.0,,clear-night,Clear,2012
2012-01-03T21,28.0,8.83,10.0,0.44,0.0,1029.34,10.09,289.0,,clear-night,Clear,2012
2012-01-03T22,27.08,9.77,10.0,0.47,0.0,1029.18,6.83,289.0,,clear-night,Clear,2012
2012-01-03T23,26.77,10.0,10.0,0.49,0.0,1029.19,7.4,290.0,,clear-night,Clear,2012
2012-01-04T00,25.11,10.01,10.0,0.52,0.0,1029.2,8.57,279.0,,clear-night,Clear,2012
2012-01-04T01,25.53,10.8,10.0,0.53,0.0,1029.02,6.98,290.0,,clear-night,Clear,2012
2012-01-04T02,24.57,10.91,10.0,0.55,0.0,1028.8,6.16,290.0,,clear-night,Clear,2012
2012-01-04T03,23.55,11.06,10.0,0.58,0.0,1028.89,6.68,270.0,,clear-night,Clear,2012
2012-01-04T04,23.46,11.9,10.0,0.61,0.0,1029.07,9.04,279.0,,clear-night,Clear,2012
2012-01-04T05,22.49,11.81,10.0,0.63,0.0,1029.24,8.06,288.0,,clear-night,Clear,2012
2012-01-04T06,22.25,11.76,10.0,0.63,0.0,1029.7,9.8,298.0,,clear-night,Clear,2012
2012-01-04T07,22.25,11.93,10.0,0.64,0.0,1029.85,9.8,279.0,,clear-night,Clear,2012
2012-01-04T08,22.85,12.21,10.0,0.63,0.2,1029.92,5.43,279.0,,clear-day,Clear,2012
2012-01-04T09,27.41,13.3,10.0,0.55,0.2,1030.19,6.01,280.0,,clear-day,Clear,2012
2012-01-04T10,33.82,12.11,10.0,0.4,0.2,1029.88,5.12,262.0,,clear-day,Clear,2012
2012-01-04T11,39.27,9.7,10.0,0.29,0.2,1029.07,5.56,223.0,,clear-day,Clear,2012
2012-01-04T12,44.06,5.19,10.0,0.2,0.2,1027.55,8.5,242.0,,clear-day,Clear,2012
2012-01-04T13,47.26,5.57,10.0,0.18,0.2,1025.82,7.44,237.0,,clear-day,Clear,2012
2012-01-04T14,49.48,7.83,10.0,0.18,0.5,1024.66,8.58,249.0,,partly-cloudy-day,Partly Cloudy,2012
2012-01-04T15,50.77,9.45,10.0,0.19,0.5,1023.97,8.66,268.0,,partly-cloudy-day,Partly Cloudy,2012
2012-01-04T16,51.11,10.52,10.0,0.19,0.52,1023.35,11.22,242.0,,partly-cloudy-day,Partly Cloudy,2012
2012-01-04T17,49.93,11.06,10.0,0.21,0.21,1023.45,8.88,224.0,,clear-day,Clear,2012
2012-01-04T18,46.84,12.06,10.0,0.24,0.21,1023.55,5.05,233.0,,clear-night,Clear,2012
2012-01-04T19,43.76,13.6,10.0,0.29,0.2,1023.74,6.09,214.0,,clear-night,Clear,2012
2012-01-04T20,43.08,14.12,10.0,0.3,0.21,1024.08,7.73,240.0,,clear-night,Clear,2012
2012-01-04T21,41.78,14.98,10.0,0.33,0.2,1023.88,7.09,238.0,,clear-night,Clear,2012
2012-01-04T22,41.03,15.71,10.0,0.35,0.36,1024.19,5.82,247.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-04T23,40.75,16.34,10.0,0.37,0.32,1023.87,6.36,251.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-05T00,40.55,18.03,10.0,0.4,0.28,1023.27,5.19,250.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-05T01,40.29,19.03,10.0,0.42,0.21,1022.35,7.02,242.0,,clear-night,Clear,2012
2012-01-05T02,39.65,20.13,10.0,0.45,0.0,1021.98,5.7,250.0,,clear-night,Clear,2012
2012-01-05T03,39.27,21.61,10.0,0.49,0.0,1021.78,7.65,269.0,,clear-night,Clear,2012
2012-01-05T04,38.43,24.49,9.96,0.57,0.0,1021.65,6.91,269.0,,clear-night,Clear,2012
2012-01-05T05,37.29,25.4,10.0,0.62,0.0,1021.21,5.13,255.0,,clear-night,Clear,2012
2012-01-05T06,37.15,27.69,10.0,0.68,0.0,1021.43,7.27,272.0,,clear-night,Clear,2012
2012-01-05T07,35.49,28.31,9.98,0.75,0.0,1021.89,6.06,280.0,,clear-night,Clear,2012
2012-01-05T08,34.96,29.14,9.95,0.79,0.0,1022.23,6.64,281.0,,clear-day,Clear,2012
2012-01-05T09,40.07,31.48,10.0,0.71,0.0,1022.93,7.69,281.0,,clear-day,Clear,2012
2012-01-05T10,45.12,33.0,10.0,0.62,0.0,1023.95,9.33,307.0,,clear-day,Clear,2012
2012-01-05T11,49.25,32.26,10.0,0.52,0.0,1024.21,7.92,301.0,,clear-day,Clear,2012
2012-01-05T12,53.8,31.75,10.0,0.43,0.0,1023.37,9.84,299.0,,clear-day,Clear,2012
2012-01-05T13,56.81,30.35,10.0,0.36,0.0,1022.39,13.29,302.0,,clear-day,Clear,2012
2012-01-05T14,58.68,27.56,10.0,0.3,0.2,1021.37,12.21,300.0,,clear-day,Clear,2012
2012-01-05T15,60.36,25.96,10.0,0.27,0.2,1020.58,9.65,299.0,,clear-day,Clear,2012
2012-01-05T16,60.57,23.81,10.0,0.24,0.21,1020.46,5.98,268.0,,clear-day,Clear,2012
2012-01-05T17,59.37,25.57,10.0,0.27,0.21,1020.56,6.42,276.0,,clear-day,Clear,2012
2012-01-05T18,54.71,24.91,10.0,0.31,0.21,1020.68,5.99,271.0,,clear-night,Clear,2012
2012-01-05T19,51.24,25.21,10.0,0.36,0.0,1021.03,5.22,262.0,,clear-night,Clear,2012
2012-01-05T20,49.93,26.4,10.0,0.4,0.0,1021.29,8.74,299.0,,clear-night,Clear,2012
2012-01-05T21,47.72,27.15,10.0,0.44,0.0,1021.0,8.42,290.0,,clear-night,Clear,2012
2012-01-05T22,45.82,26.16,9.96,0.46,0.0,1021.18,6.84,291.0,,clear-night,Clear,2012
2012-01-05T23,42.44,27.02,9.97,0.54,0.0,1021.01,6.63,260.0,,clear-night,Clear,2012
2012-01-06T00,40.87,28.17,9.89,0.6,0.0,1020.81,5.64,250.0,,clear-night,Clear,2012
2012-01-06T01,42.11,28.81,9.89,0.59,0.0,1020.43,5.61,270.0,,clear-night,Clear,2012
2012-01-06T02,39.23,28.75,9.93,0.66,0.0,1020.38,4.79,242.0,,clear-night,Clear,2012
2012-01-06T03,37.89,28.54,9.93,0.69,0.0,1020.13,3.59,288.0,,clear-night,Clear,2012
2012-01-06T04,37.22,29.41,9.93,0.73,0.0,1020.01,5.7,261.0,,clear-night,Clear,2012
2012-01-06T05,38.72,29.41,9.93,0.69,0.0,1019.57,7.6,261.0,,clear-night,Clear,2012
2012-01-06T06,35.94,29.28,9.93,0.76,0.0,1020.06,4.84,261.0,,clear-night,Clear,2012
2012-01-06T07,35.9,29.24,9.9,0.77,0.0,1020.43,9.3,251.0,,clear-night,Clear,2012
2012-01-06T08,37.07,29.85,9.83,0.75,0.0,1020.62,7.17,260.0,,clear-day,Clear,2012
2012-01-06T09,42.41,33.02,9.93,0.69,0.0,1021.37,6.49,251.0,,clear-day,Clear,2012
2012-01-06T10,51.26,34.59,10.0,0.53,0.0,1021.88,7.36,262.0,,clear-day,Clear,2012
2012-01-06T11,54.58,33.16,10.0,0.44,0.2,1022.09,6.06,278.0,,clear-day,Clear,2012
2012-01-06T12,56.73,33.28,10.0,0.41,0.2,1021.05,9.68,281.0,,clear-day,Clear,2012
2012-01-06T13,60.57,29.83,10.0,0.31,0.2,1019.65,7.69,285.0,,clear-day,Clear,2012
2012-01-06T14,64.63,27.3,9.95,0.24,0.21,1018.72,8.64,277.0,,clear-day,Clear,2012
2012-01-06T15,66.25,23.6,9.98,0.2,0.21,1017.96,7.86,281.0,,clear-day,Clear,2012
2012-01-06T16,65.5,24.11,10.0,0.21,0.21,1018.03,8.98,292.0,,clear-day,Clear,2012
2012-01-06T17,63.58,25.26,10.0,0.23,0.21,1018.31,8.87,270.0,,clear-day,Clear,2012
2012-01-06T18,58.2,27.42,10.0,0.31,0.21,1018.53,4.57,268.0,,clear-night,Clear,2012
2012-01-06T19,54.19,29.65,10.0,0.39,0.48,1018.68,2.89,250.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-06T20,51.17,31.38,10.0,0.46,0.49,1018.71,5.78,201.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-06T21,51.27,30.55,10.0,0.45,0.48,1018.59,4.89,220.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-06T22,49.5,31.65,10.0,0.5,0.48,1018.39,5.52,231.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-06T23,48.87,32.93,10.0,0.54,0.48,1018.14,4.77,231.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-07T00,48.99,35.26,10.0,0.59,0.68,1017.94,4.84,239.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-07T01,48.17,36.05,10.0,0.63,0.68,1017.83,5.56,230.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-07T02,48.55,38.25,10.0,0.67,0.32,1017.5,5.8,238.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-07T03,50.19,40.64,10.0,0.7,0.82,1017.72,7.52,239.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-07T04,51.72,42.74,10.0,0.71,0.82,1017.51,7.51,230.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-07T05,51.9,43.99,10.0,0.74,0.99,1017.32,6.69,230.0,,cloudy,Overcast,2012
2012-01-07T06,52.79,46.61,10.0,0.79,0.97,1017.51,6.63,228.0,,cloudy,Overcast,2012
2012-01-07T07,52.82,47.75,9.91,0.83,0.79,1017.77,6.57,231.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-07T08,52.17,48.09,8.49,0.86,0.7,1018.33,6.37,237.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T09,53.54,50.04,8.43,0.88,0.77,1018.58,5.45,232.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T10,56.43,51.36,9.69,0.83,0.52,1019.37,8.78,240.0,,partly-cloudy-day,Partly Cloudy,2012
2012-01-07T11,61.71,53.25,9.83,0.74,0.8,1019.83,9.23,264.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T12,62.68,52.2,9.75,0.69,0.82,1019.06,11.06,261.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T13,64.88,53.25,9.89,0.66,0.98,1018.42,8.47,261.0,,cloudy,Overcast,2012
2012-01-07T14,66.62,52.15,10.0,0.6,0.79,1017.75,10.79,265.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T15,66.21,51.45,10.0,0.59,0.76,1017.53,9.67,266.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T16,65.22,51.05,10.0,0.6,0.67,1017.71,7.8,270.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T17,64.87,49.9,10.0,0.58,0.64,1017.98,7.24,246.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-07T18,61.61,51.48,9.81,0.69,0.57,1018.31,4.86,235.0,rain,rain,Drizzle,2012
2012-01-07T19,57.81,49.91,9.54,0.75,0.46,1019.3,4.16,257.0,rain,partly-cloudy-night,Partly Cloudy,2012
2012-01-07T20,57.33,50.12,9.3,0.77,0.72,1020.06,11.5,357.0,rain,rain,Light Rain,2012
2012-01-07T21,56.24,48.94,9.54,0.76,0.71,1020.02,5.21,349.0,rain,rain,Light Rain,2012
2012-01-07T22,53.94,48.31,9.05,0.81,0.34,1020.06,0.0,,rain,partly-cloudy-night,Partly Cloudy,2012
2012-01-07T23,51.83,47.47,7.91,0.85,0.37,1020.27,2.53,340.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-08T00,50.8,47.13,8.5,0.87,0.46,1020.39,0.55,203.0,rain,partly-cloudy-night,Partly Cloudy,2012
2012-01-08T01,51.81,48.51,8.56,0.88,0.77,1020.75,6.4,339.0,rain,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T02,49.54,47.6,7.95,0.93,0.74,1020.31,0.81,240.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T03,49.2,47.34,7.81,0.93,0.63,1020.34,2.83,197.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T04,49.1,46.55,7.71,0.91,0.44,1020.43,2.82,213.0,,partly-cloudy-night,Partly Cloudy,2012
2012-01-08T05,49.82,47.25,8.02,0.91,0.75,1020.64,2.87,249.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T06,50.73,48.19,6.68,0.91,0.96,1021.13,2.97,260.0,,cloudy,Overcast,2012
2012-01-08T07,50.71,49.05,2.09,0.94,0.99,1021.44,2.95,219.0,,cloudy,Overcast,2012
2012-01-08T08,52.68,50.96,0.66,0.94,0.99,1021.56,3.17,221.0,,fog,Foggy,2012
2012-01-08T09,53.8,52.55,0.45,0.96,1.0,1022.01,6.45,219.0,,fog,Foggy,2012
2012-01-08T10,54.48,53.2,1.03,0.95,1.0,1023.05,5.39,239.0,,fog,Foggy,2012
2012-01-08T11,56.19,53.76,2.85,0.92,1.0,1023.42,6.16,220.0,rain,cloudy,Overcast,2012
2012-01-08T12,58.04,53.69,5.78,0.85,0.99,1022.79,5.62,193.0,rain,cloudy,Overcast,2012
2012-01-08T13,59.07,55.16,5.46,0.87,1.0,1021.98,2.77,217.0,rain,rain,Drizzle,2012
2012-01-08T14,60.13,54.76,6.91,0.82,0.99,1021.23,4.61,227.0,rain,cloudy,Overcast,2012
2012-01-08T15,60.05,56.3,5.5,0.87,0.98,1021.32,4.29,270.0,rain,rain,Light Rain,2012
2012-01-08T16,60.39,55.59,4.22,0.84,0.99,1021.29,2.27,200.0,rain,rain,Light Rain,2012
2012-01-08T17,59.56,56.88,6.68,0.91,0.71,1021.33,2.71,193.0,rain,rain,Light Rain,2012
2012-01-08T18,57.42,55.19,6.51,0.92,0.68,1021.63,2.91,200.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T19,56.45,54.7,7.41,0.94,0.74,1022.04,0.0,,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T20,55.02,53.45,6.95,0.94,0.76,1022.27,3.0,190.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T21,55.76,53.46,7.13,0.92,0.81,1022.5,0.0,,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T22,55.31,53.44,7.11,0.93,0.82,1022.33,,,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-08T23,55.95,54.27,2.75,0.94,1.0,1022.52,0.16,290.0,,cloudy,Overcast,2012
2012-01-09T00,54.51,53.46,5.76,0.96,0.96,1021.69,0.89,160.0,rain,cloudy,Overcast,2012
2012-01-09T01,55.19,53.46,5.17,0.94,0.96,1021.32,2.89,180.0,,cloudy,Overcast,2012
2012-01-09T02,54.24,52.89,5.1,0.95,0.74,1021.13,4.69,181.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T03,54.36,52.54,5.13,0.94,0.77,1021.04,2.56,203.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T04,54.71,53.44,4.39,0.95,1.0,1021.13,3.59,261.0,rain,cloudy,Overcast,2012
2012-01-09T05,56.18,54.42,6.8,0.94,1.0,1021.11,5.75,221.0,rain,rain,Light Rain,2012
2012-01-09T06,56.5,54.81,2.67,0.94,0.99,1021.16,6.66,230.0,rain,cloudy,Overcast,2012
2012-01-09T07,56.54,54.8,7.12,0.94,0.83,1021.67,4.91,223.0,rain,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T08,56.27,54.61,6.66,0.94,0.75,1021.18,1.96,219.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T09,56.61,54.85,8.7,0.94,0.74,1021.4,1.85,202.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T10,58.01,55.29,9.51,0.91,0.8,1022.21,7.23,223.0,rain,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T11,62.29,57.19,9.73,0.83,0.8,1022.09,8.06,247.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T12,63.36,57.33,9.82,0.81,0.75,1020.96,8.34,247.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T13,63.33,57.27,10.0,0.81,0.77,1020.53,7.71,232.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T14,65.02,57.01,10.0,0.75,0.69,1019.36,6.03,233.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T15,65.24,56.86,10.0,0.74,0.71,1018.92,7.95,220.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T16,65.77,56.41,10.0,0.72,0.73,1018.47,7.66,221.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T17,64.03,56.44,10.0,0.76,0.72,1018.72,6.12,223.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-09T18,62.13,57.18,9.75,0.84,0.74,1019.16,3.53,246.0,rain,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T19,60.64,56.9,9.1,0.87,0.8,1019.36,5.29,220.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T20,59.09,56.83,9.02,0.92,0.79,1019.22,4.83,228.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T21,59.48,56.79,8.89,0.91,0.9,1019.24,4.9,247.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T22,58.52,56.58,7.78,0.93,0.87,1019.03,2.99,261.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-09T23,58.16,56.34,6.35,0.94,0.8,1019.41,1.22,304.0,rain,partly-cloudy-night,Mostly Cloudy,2012
2012-01-10T00,58.07,56.31,1.4,0.94,0.95,1018.94,2.55,247.0,rain,fog,Foggy,2012
2012-01-10T01,57.74,56.07,1.0,0.94,0.96,1018.67,2.42,302.0,rain,fog,Foggy,2012
2012-01-10T02,57.82,56.02,1.77,0.94,0.98,1018.43,3.01,242.0,,fog,Foggy,2012
2012-01-10T03,56.43,55.98,1.21,0.98,0.96,1018.35,0.0,,rain,fog,Foggy,2012
2012-01-10T04,57.03,55.21,5.16,0.94,0.97,1018.01,4.01,233.0,rain,rain,Light Rain,2012
2012-01-10T05,54.74,54.31,5.19,0.98,0.77,1017.6,0.0,,rain,partly-cloudy-night,Mostly Cloudy,2012
2012-01-10T06,54.53,53.44,0.77,0.96,0.75,1017.39,2.12,250.0,,fog,Foggy,2012
2012-01-10T07,53.34,52.31,4.96,0.96,0.74,1017.51,4.77,190.0,,partly-cloudy-night,Mostly Cloudy,2012
2012-01-10T08,53.43,52.34,6.59,0.96,0.42,1017.37,2.77,189.0,,partly-cloudy-day,Partly Cloudy,2012
2012-01-10T09,55.26,53.45,7.48,0.94,0.73,1017.55,4.51,203.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-10T10,57.75,55.1,7.9,0.91,0.86,1018.2,5.33,220.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-10T11,58.93,56.16,8.26,0.91,0.89,1018.39,5.5,219.0,,partly-cloudy-day,Mostly Cloudy,2012
2012-01-10T12,60.6,55.72,9.61,0.84,0.95,1017.53,3.33,218.0,,cloudy,Overcast,2012
2012-01-10T13,60.84,55.4,9.69,0.82,0.98,1016.47,4.38,198.0,,cloudy,Overcast,2012
2012-01-10T14,61.37,54.72,9.66,0.79,0.99,1015.63,2.95,209.0,,cloudy,Overcast,2012
2012-01-10T15,59.5,53.83,8.28,0.82,0.99,1015.11,5.22,223.0,,cloudy,Overcast,2012
2012-01-10T16,59.23,52.98,9.33,0.8,0.98,1014.31,4.72,189.0,,cloudy,Overcast,2012
2012-01-10T17,58.4,54.17,9.29,0.86,0.89,1014.1,6.37,158.0,rain,partly-cloudy-day,Mostly Cloudy,2012
2012-01-10T18,55.7,53.82,6.79,0.93,0.97,1014.37,9.08,158.0,rain,rain,Light Rain,2012
