hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2017-01-03T13,61.88,56.27,9.71,0.82,1.0,1010.72,9.46,242.0,,cloudy,Overcast,2017
2017-01-03T14,62.75,56.02,9.83,0.79,0.31,1009.72,8.43,244.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-03T15,63.02,55.11,9.94,0.75,,1009.85,8.57,259.0,,clear-day,Clear,2017
2017-01-03T16,63.81,54.41,9.96,0.71,0.31,1009.77,10.99,244.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-03T17,62.74,54.06,10.0,0.73,0.24,1009.67,6.61,245.0,,clear-day,Clear,2017
2017-01-03T18,60.84,54.75,10.0,0.8,0.11,1010.08,5.84,249.0,,clear-night,Clear,2017
2017-01-03T19,59.79,54.86,10.0,0.84,0.64,1010.36,4.94,248.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-03T20,58.11,54.2,10.0,0.87,0.19,1010.17,7.18,255.0,,clear-night,Clear,2017
2017-01-03T21,56.87,53.8,9.86,0.89,0.08,1010.18,7.21,265.0,,clear-night,Clear,2017
2017-01-03T22,55.88,53.81,9.93,0.93,0.25,1010.02,7.8,259.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-03T23,55.76,53.67,9.82,0.93,0.24,1010.26,10.77,268.0,,clear-night,Clear,2017
2017-01-04T00,54.75,53.42,9.95,0.95,0.09,1009.88,9.34,269.0,,clear-night,Clear,2017
2017-01-04T01,53.85,52.46,9.86,0.95,0.24,1009.61,8.21,278.0,,clear-night,Clear,2017
2017-01-04T02,53.19,51.65,9.84,0.95,0.22,1009.48,8.86,279.0,,clear-night,Clear,2017
2017-01-04T03,52.91,50.79,9.93,0.92,0.02,1009.63,9.24,288.0,,clear-night,Clear,2017
2017-01-04T04,52.08,49.93,9.92,0.92,0.22,1009.6,8.27,287.0,,clear-night,Clear,2017
2017-01-04T05,51.31,49.76,9.89,0.94,0.05,1009.82,8.0,281.0,,clear-night,Clear,2017
2017-01-04T06,51.13,48.98,9.95,0.92,0.2,1010.1,9.07,298.0,,clear-night,Clear,2017
2017-01-04T07,51.02,49.17,10.0,0.93,0.61,1010.61,8.03,301.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-04T08,51.41,47.19,10.0,0.85,0.16,1011.34,11.89,319.0,,clear-day,Clear,2017
2017-01-04T09,50.31,44.96,10.0,0.82,0.23,1011.53,10.84,327.0,,clear-day,Clear,2017
2017-01-04T10,50.23,41.69,10.0,0.72,0.23,1013.12,18.63,328.0,,clear-day,Clear,2017
2017-01-04T11,49.05,39.83,10.0,0.7,0.25,1014.32,18.1,313.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-04T12,49.64,39.28,10.0,0.67,0.22,1014.25,14.01,327.0,,clear-day,Clear,2017
2017-01-04T13,49.37,37.84,10.0,0.64,0.55,1013.61,13.05,326.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-04T14,49.94,36.56,10.0,0.6,0.1,1013.17,15.02,334.0,,clear-day,Clear,2017
2017-01-04T15,49.91,35.25,10.0,0.57,0.0,1013.16,11.0,314.0,,clear-day,Clear,2017
2017-01-04T16,49.15,32.59,9.93,0.53,0.02,1013.76,12.68,322.0,,clear-day,Clear,2017
2017-01-04T17,47.9,29.21,10.0,0.48,0.0,1014.33,12.48,335.0,,clear-day,Clear,2017
2017-01-04T18,45.97,30.52,10.0,0.55,0.0,1014.97,9.09,319.0,,clear-night,Clear,2017
2017-01-04T19,45.38,29.87,10.0,0.54,0.64,1014.99,10.98,328.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-04T20,43.66,26.16,10.0,0.5,0.0,1015.69,10.79,335.0,,clear-night,Clear,2017
2017-01-04T21,42.01,26.61,10.0,0.54,0.0,1015.88,11.56,330.0,,clear-night,Clear,2017
2017-01-04T22,40.77,24.35,10.0,0.52,0.0,1016.11,10.78,339.0,,clear-night,Clear,2017
2017-01-04T23,39.54,24.4,10.0,0.54,0.0,1015.81,7.76,339.0,,clear-night,Clear,2017
2017-01-05T00,38.56,25.03,10.0,0.58,0.0,1015.43,7.72,331.0,,clear-night,Clear,2017
2017-01-05T01,36.76,24.96,10.0,0.62,0.49,1015.33,3.98,282.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-05T02,35.22,25.26,10.0,0.67,0.0,1014.66,6.44,328.0,,clear-night,Clear,2017
2017-01-05T03,33.69,24.98,10.0,0.7,0.2,1014.34,6.58,343.0,,clear-night,Clear,2017
2017-01-05T04,33.0,25.35,10.0,0.73,0.2,1013.58,4.7,18.0,,clear-night,Clear,2017
2017-01-05T05,32.83,25.47,10.0,0.74,0.22,1013.44,4.71,40.0,,clear-night,Clear,2017
2017-01-05T06,33.5,26.31,10.0,0.75,0.07,1014.01,2.62,177.0,,clear-night,Clear,2017
2017-01-05T07,32.22,26.74,10.0,0.8,0.51,1014.92,0.0,,,partly-cloudy-night,Partly Cloudy,2017
2017-01-05T08,31.53,26.94,9.92,0.83,0.08,1014.96,2.95,274.0,,clear-day,Clear,2017
2017-01-05T09,36.21,28.01,10.0,0.72,0.11,1014.88,2.82,20.0,,clear-day,Clear,2017
2017-01-05T10,39.64,28.29,10.0,0.64,,1015.45,2.95,6.0,,clear-day,Clear,2017
2017-01-05T11,43.64,28.55,10.0,0.55,0.09,1015.38,0.98,107.0,,clear-day,Clear,2017
2017-01-05T12,49.34,29.74,10.0,0.47,0.16,1014.11,7.54,173.0,,clear-day,Clear,2017
2017-01-05T13,51.36,30.34,10.0,0.44,0.59,1012.82,6.14,210.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-05T14,54.33,30.12,10.0,0.39,0.26,1011.57,9.32,240.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-05T15,55.27,32.29,10.0,0.42,0.29,1011.14,11.0,247.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-05T16,54.67,33.27,10.0,0.44,0.13,1011.46,7.1,257.0,,clear-day,Clear,2017
2017-01-05T17,53.62,33.67,10.0,0.47,0.26,1011.86,7.43,245.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-05T18,51.68,34.93,10.0,0.53,0.31,1012.13,3.39,285.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-05T19,51.35,34.6,10.0,0.53,1.0,1012.49,4.77,309.0,,cloudy,Overcast,2017
2017-01-05T20,50.48,33.79,10.0,0.53,,1012.32,2.61,332.0,,clear-night,Clear,2017
2017-01-05T21,49.39,33.63,10.0,0.54,,1012.95,7.48,303.0,,clear-night,Clear,2017
2017-01-05T22,47.74,31.85,10.0,0.54,0.31,1013.06,7.04,315.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-05T23,47.35,30.92,10.0,0.53,,1013.05,7.19,309.0,,clear-night,Clear,2017
2017-01-06T00,46.25,30.91,10.0,0.55,,1012.92,9.44,319.0,,clear-night,Clear,2017
2017-01-06T01,43.82,29.32,10.0,0.56,1.0,1013.09,12.0,327.0,,cloudy,Overcast,2017
2017-01-06T02,42.04,29.34,10.0,0.6,,1013.33,11.48,326.0,,clear-night,Clear,2017
2017-01-06T03,40.94,29.17,10.0,0.63,,1013.52,8.33,328.0,,clear-night,Clear,2017
2017-01-06T04,39.87,29.75,10.0,0.67,,1014.01,8.06,320.0,,clear-night,Clear,2017
2017-01-06T05,38.7,28.96,10.0,0.68,0.31,1014.19,8.82,329.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-06T06,37.76,28.87,10.0,0.7,0.14,1014.24,8.67,329.0,,clear-night,Clear,2017
2017-01-06T07,36.89,28.68,10.0,0.72,0.92,1015.07,8.91,325.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-06T08,35.81,28.02,9.63,0.73,,1016.06,9.85,318.0,,clear-day,Clear,2017
2017-01-06T09,35.02,29.34,9.76,0.8,,1016.71,11.43,312.0,rain,rain,Drizzle,2017
2017-01-06T10,35.75,28.38,9.96,0.74,,1017.41,11.55,321.0,,clear-day,Clear,2017
2017-01-06T11,36.1,27.65,10.0,0.71,,1017.91,8.59,319.0,,clear-day,Clear,2017
2017-01-06T12,36.29,26.18,10.0,0.66,,1017.84,11.59,321.0,,clear-day,Clear,2017
2017-01-06T13,35.92,24.45,9.61,0.63,1.0,1017.39,8.53,325.0,,cloudy,Overcast,2017
2017-01-06T14,33.49,27.75,6.52,0.79,,1017.0,6.09,340.0,snow,snow,Snow,2017
2017-01-06T15,33.85,29.88,9.29,0.85,0.31,1016.97,8.44,336.0,snow,snow,Snow,2017
2017-01-06T16,33.11,30.44,7.53,0.9,0.0,1017.18,8.68,346.0,snow,clear-day,Clear,2017
2017-01-06T17,33.06,30.46,7.91,0.9,0.17,1017.59,7.22,334.0,snow,clear-day,Clear,2017
2017-01-06T18,32.36,29.68,8.08,0.9,,1017.68,8.23,338.0,snow,clear-night,Clear,2017
2017-01-06T19,32.3,29.74,7.08,0.9,0.96,1017.58,8.06,334.0,snow,snow,Flurries,2017
2017-01-06T20,31.97,30.44,3.98,0.94,,1019.27,10.82,328.0,snow,snow,Snow,2017
2017-01-06T21,31.77,29.7,5.77,0.92,,1018.13,7.44,343.0,snow,snow,Heavy Snow,2017
2017-01-06T22,31.76,29.75,4.74,0.92,,1018.44,10.56,339.0,snow,snow,Snow,2017
2017-01-06T23,31.77,30.35,5.84,0.94,,1017.79,10.75,348.0,snow,snow,Heavy Snow,2017
2017-01-07T00,30.94,29.61,7.47,0.95,,1017.97,13.26,322.0,snow,snow,Snow,2017
2017-01-07T01,29.19,27.84,8.29,0.95,1.0,1018.1,14.19,330.0,snow,cloudy,Overcast,2017
2017-01-07T02,28.96,26.79,8.99,0.91,,1017.99,15.16,322.0,snow,clear-night,Clear,2017
2017-01-07T03,27.23,25.0,4.04,0.91,,1018.28,18.45,321.0,snow,wind,Breezy,2017
2017-01-07T04,26.11,23.77,3.62,0.91,0.31,1019.31,21.15,312.0,snow,wind,Breezy and Partly Cloudy,2017
2017-01-07T05,25.17,22.81,4.35,0.91,,1019.96,15.69,328.0,,clear-night,Clear,2017
2017-01-07T06,23.58,20.93,4.56,0.89,,1021.13,22.59,320.0,,wind,Breezy,2017
2017-01-07T07,23.06,18.75,9.06,0.83,1.0,1022.68,19.59,329.0,,wind,Breezy and Overcast,2017
2017-01-07T08,22.27,18.42,9.34,0.85,0.31,1023.71,15.45,320.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-07T09,22.15,17.47,10.0,0.82,0.28,1025.33,20.27,321.0,,wind,Breezy and Partly Cloudy,2017
2017-01-07T10,23.27,17.79,10.0,0.79,0.24,1026.65,23.11,322.0,,wind,Breezy,2017
2017-01-07T11,25.31,19.42,10.0,0.78,0.22,1027.68,21.08,328.0,,wind,Breezy,2017
2017-01-07T12,26.35,19.51,10.0,0.75,0.23,1028.07,17.36,313.0,,clear-day,Clear,2017
2017-01-07T13,28.15,20.08,10.0,0.71,0.24,1027.73,17.16,328.0,,clear-day,Clear,2017
2017-01-07T14,29.32,19.24,10.0,0.66,0.22,1027.62,14.85,336.0,,clear-day,Clear,2017
2017-01-07T15,29.58,18.91,10.0,0.64,0.2,1028.01,14.86,319.0,,clear-day,Clear,2017
2017-01-07T16,29.58,16.03,10.0,0.56,0.0,1028.77,17.3,320.0,,clear-day,Clear,2017
2017-01-07T17,29.27,14.16,10.0,0.53,0.0,1030.01,14.61,319.0,,clear-day,Clear,2017
2017-01-07T18,26.54,13.44,10.0,0.57,0.0,1030.91,12.38,326.0,,clear-night,Clear,2017
2017-01-07T19,25.47,13.17,10.0,0.59,0.0,1032.15,12.17,319.0,,clear-night,Clear,2017
2017-01-07T20,24.5,12.1,10.0,0.59,0.0,1032.98,12.29,328.0,,clear-night,Clear,2017
2017-01-07T21,24.1,11.25,10.0,0.57,0.0,1033.89,13.32,328.0,,clear-night,Clear,2017
2017-01-07T22,23.2,11.03,10.0,0.59,0.0,1034.75,12.48,328.0,,clear-night,Clear,2017
2017-01-07T23,22.11,10.41,10.0,0.6,0.0,1035.16,11.62,321.0,,clear-night,Clear,2017
2017-01-08T00,21.08,11.16,10.0,0.65,0.0,1035.46,12.37,321.0,,clear-night,Clear,2017
2017-01-08T01,20.1,10.21,10.0,0.65,0.0,1035.74,9.46,312.0,,clear-night,Clear,2017
2017-01-08T02,19.14,9.6,10.0,0.66,0.0,1035.86,11.76,311.0,,clear-night,Clear,2017
2017-01-08T03,18.24,9.53,10.0,0.68,0.0,1036.54,11.1,319.0,,clear-night,Clear,2017
2017-01-08T04,18.21,9.66,10.0,0.69,0.0,1036.66,9.33,319.0,,clear-night,Clear,2017
2017-01-08T05,17.07,9.26,10.0,0.71,0.0,1036.84,9.99,312.0,,clear-night,Clear,2017
2017-01-08T06,16.15,8.57,10.0,0.71,0.0,1037.63,9.54,314.0,,clear-night,Clear,2017
2017-01-08T07,16.03,8.22,10.0,0.71,0.0,1037.96,10.81,328.0,,clear-night,Clear,2017
2017-01-08T08,15.33,8.35,10.0,0.73,0.0,1039.18,10.95,321.0,,clear-day,Clear,2017
2017-01-08T09,17.35,8.41,10.0,0.67,0.01,1039.82,11.37,329.0,,clear-day,Clear,2017
2017-01-08T10,20.53,10.1,10.0,0.63,0.01,1041.22,9.24,324.0,,clear-day,Clear,2017
2017-01-08T11,24.4,10.14,10.0,0.54,0.01,1041.28,12.0,355.0,,clear-day,Clear,2017
2017-01-08T12,28.17,9.21,10.0,0.44,0.21,1040.37,10.1,345.0,,clear-day,Clear,2017
2017-01-08T13,30.84,8.17,10.0,0.38,0.2,1038.89,5.9,345.0,,clear-day,Clear,2017
2017-01-08T14,32.85,6.9,10.0,0.33,0.0,1038.32,8.0,339.0,,clear-day,Clear,2017
2017-01-08T15,34.35,8.64,10.0,0.34,0.0,1038.28,7.38,315.0,,clear-day,Clear,2017
2017-01-08T16,33.71,8.62,10.0,0.34,0.0,1038.25,7.35,325.0,,clear-day,Clear,2017
2017-01-08T17,32.81,7.52,10.0,0.34,0.0,1038.47,7.99,317.0,,clear-day,Clear,2017
2017-01-08T18,29.94,7.96,10.0,0.39,0.0,1038.77,6.98,320.0,,clear-night,Clear,2017
2017-01-08T19,29.72,8.11,10.0,0.39,0.68,1038.67,6.65,349.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-08T20,28.75,9.02,10.0,0.43,0.02,1038.63,7.1,329.0,,clear-night,Clear,2017
2017-01-08T21,28.64,9.95,9.73,0.45,0.02,1038.85,6.73,328.0,,clear-night,Clear,2017
2017-01-08T22,27.74,10.92,10.0,0.49,0.05,1038.97,7.11,340.0,,clear-night,Clear,2017
2017-01-08T23,27.74,10.84,10.0,0.48,0.07,1038.67,5.83,342.0,,clear-night,Clear,2017
2017-01-09T00,27.74,11.62,10.0,0.5,0.03,1038.41,4.65,341.0,,clear-night,Clear,2017
2017-01-09T01,26.92,13.34,10.0,0.56,0.7,1038.66,4.74,331.0,,partly-cloudy-night,Mostly Cloudy,2017
2017-01-09T02,27.53,13.23,10.0,0.54,0.05,1038.37,2.25,106.0,,clear-night,Clear,2017
2017-01-09T03,26.72,14.11,10.0,0.58,0.2,1038.31,5.86,81.0,,clear-night,Clear,2017
2017-01-09T04,26.85,14.23,10.0,0.58,0.05,1038.39,5.7,90.0,,clear-night,Clear,2017
2017-01-09T05,27.6,15.61,10.0,0.6,0.29,1038.98,7.55,71.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-09T06,27.5,14.51,10.0,0.58,0.25,1039.52,7.08,109.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-09T07,26.56,13.9,10.0,0.58,0.26,1039.86,6.47,118.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-09T08,26.03,14.15,9.97,0.6,0.22,1040.09,5.45,110.0,,clear-day,Clear,2017
2017-01-09T09,29.47,13.62,10.0,0.51,0.0,1040.24,7.65,118.0,,clear-day,Clear,2017
2017-01-09T10,32.86,11.74,10.0,0.41,0.01,1040.14,7.84,129.0,,clear-day,Clear,2017
2017-01-09T11,35.79,10.71,10.0,0.35,0.21,1040.0,8.45,128.0,,clear-day,Clear,2017
2017-01-09T12,38.7,11.02,10.0,0.31,0.21,1039.33,7.38,125.0,,clear-day,Clear,2017
2017-01-09T13,40.14,8.34,10.0,0.26,0.21,1037.87,6.97,165.0,,clear-day,Clear,2017
2017-01-09T14,42.78,7.35,10.0,0.23,0.21,1036.22,9.75,145.0,,clear-day,Clear,2017
2017-01-09T15,44.0,6.98,10.0,0.21,0.21,1035.54,7.15,168.0,,clear-day,Clear,2017
2017-01-09T16,44.75,6.42,10.0,0.2,0.02,1035.12,10.52,171.0,,clear-day,Clear,2017
2017-01-09T17,43.97,6.77,10.0,0.21,0.02,1035.19,6.41,176.0,,clear-day,Clear,2017
2017-01-09T18,41.42,8.9,10.0,0.26,0.0,1034.76,5.77,149.0,,clear-night,Clear,2017
2017-01-09T19,38.61,11.43,10.0,0.32,0.2,1035.05,3.07,130.0,,clear-night,Clear,2017
2017-01-09T20,36.86,12.4,10.0,0.36,0.2,1035.29,4.76,138.0,,clear-night,Clear,2017
2017-01-09T21,35.44,12.98,10.0,0.39,0.0,1035.23,5.61,129.0,,clear-night,Clear,2017
2017-01-09T22,34.84,13.13,10.0,0.4,0.0,1035.42,4.76,127.0,,clear-night,Clear,2017
2017-01-09T23,34.37,11.72,10.0,0.39,0.21,1034.87,7.08,128.0,,clear-night,Clear,2017
2017-01-10T00,33.3,13.02,10.0,0.43,0.22,1034.42,4.97,118.0,,clear-night,Clear,2017
2017-01-10T01,32.39,12.95,10.0,0.44,0.22,1033.57,5.75,111.0,,clear-night,Clear,2017
2017-01-10T02,32.69,11.89,10.0,0.42,0.0,1032.84,5.68,111.0,,clear-night,Clear,2017
2017-01-10T03,30.76,14.22,10.0,0.5,0.0,1032.84,5.62,93.0,,clear-night,Clear,2017
2017-01-10T04,32.22,13.59,10.0,0.46,0.0,1032.51,5.64,110.0,,clear-night,Clear,2017
2017-01-10T05,31.64,14.51,10.0,0.49,0.0,1032.26,5.22,119.0,,clear-night,Clear,2017
2017-01-10T06,32.18,16.53,10.0,0.52,0.0,1032.11,5.58,119.0,,clear-night,Clear,2017
2017-01-10T07,31.46,18.64,10.0,0.59,0.27,1032.05,6.16,110.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-10T08,31.59,19.91,10.0,0.62,0.0,1032.85,5.57,104.0,,clear-day,Clear,2017
2017-01-10T09,33.29,22.59,10.0,0.64,0.0,1033.18,7.48,119.0,,clear-day,Clear,2017
2017-01-10T10,37.42,26.4,10.0,0.64,0.0,1033.03,9.72,139.0,,clear-day,Clear,2017
2017-01-10T11,41.79,29.2,10.0,0.61,0.0,1032.78,7.22,134.0,,clear-day,Clear,2017
2017-01-10T12,47.27,32.58,10.0,0.56,0.0,1031.18,8.15,135.0,,clear-day,Clear,2017
2017-01-10T13,51.17,34.7,10.0,0.53,0.49,1028.86,11.96,160.0,,partly-cloudy-day,Partly Cloudy,2017
2017-01-10T14,55.58,36.7,10.0,0.49,0.0,1027.0,12.49,144.0,,clear-day,Clear,2017
2017-01-10T15,56.68,38.5,10.0,0.5,0.0,1026.58,11.32,166.0,,clear-day,Clear,2017
2017-01-10T16,56.99,39.57,10.0,0.52,,1026.68,9.91,174.0,,clear-day,Clear,2017
2017-01-10T17,56.81,40.47,10.0,0.54,,1026.89,8.2,167.0,,clear-day,Clear,2017
2017-01-10T18,56.42,40.6,10.0,0.55,,1026.82,6.61,149.0,,clear-night,Clear,2017
2017-01-10T19,55.61,41.44,10.0,0.59,1.0,1026.59,7.8,144.0,,cloudy,Overcast,2017
2017-01-10T20,55.6,41.68,10.0,0.59,0.31,1026.81,8.48,153.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-10T21,55.6,42.71,10.0,0.62,0.31,1026.5,16.03,178.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-10T22,55.08,42.76,10.0,0.63,,1026.07,10.79,187.0,,clear-night,Clear,2017
2017-01-10T23,55.13,41.83,10.0,0.61,0.0,1026.18,9.04,188.0,,clear-night,Clear,2017
2017-01-11T00,56.41,42.56,10.0,0.6,0.19,1026.0,11.13,198.0,,clear-night,Clear,2017
2017-01-11T01,55.77,43.55,10.0,0.63,0.96,1025.65,11.95,191.0,,cloudy,Overcast,2017
2017-01-11T02,54.99,43.71,10.0,0.66,0.25,1025.36,8.04,199.0,,partly-cloudy-night,Partly Cloudy,2017
2017-01-11T03,54.85,43.71,10.0,0.66,0.14,1025.33,6.67,189.0,,clear-night,Clear,2017
2017-01-11T04,53.95,43.94,10.0,0.69,0.0,1025.26,5.54,189.0,,clear-night,Clear,2017
2017-01-11T05,53.67,43.95,9.95,0.7,,1025.0,5.98,188.0,,clear-night,Clear,2017
2017-01-11T06,53.05,43.9,10.0,0.71,,1025.05,5.07,204.0,,clear-night,Clear,2017
2017-01-11T07,53.37,44.81,9.87,0.73,1.0,1025.9,5.29,192.0,,cloudy,Overcast,2017
