hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2015-01-02T01,43.41,38.75,9.53,0.83,0.85,1025.5,5.72,30.0,,partly-cloudy-night,Mostly Cloudy,2015
2015-01-02T02,43.38,38.23,9.46,0.82,0.31,1025.15,1.4,55.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-02T03,43.65,39.25,9.55,0.84,0.31,1024.9,1.63,43.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-02T04,43.65,40.72,9.52,0.89,0.31,1025.21,0.67,174.0,rain,partly-cloudy-night,Partly Cloudy,2015
2015-01-02T05,43.64,41.01,9.6,0.9,0.31,1024.98,1.39,300.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-02T06,43.6,41.04,8.76,0.91,0.21,1025.29,1.53,149.0,rain,clear-night,Clear,2015
2015-01-02T07,43.65,40.71,6.47,0.89,0.87,1024.74,2.74,206.0,rain,rain,Light Rain,2015
2015-01-02T08,44.43,41.57,6.65,0.9,,1026.17,3.75,291.0,rain,rain,Drizzle,2015
2015-01-02T09,44.72,42.53,7.84,0.92,0.31,1025.92,2.85,149.0,rain,rain,Light Rain,2015
2015-01-02T10,46.42,42.85,8.79,0.87,0.31,1027.17,6.02,332.0,rain,partly-cloudy-day,Partly Cloudy,2015
2015-01-02T11,47.9,43.32,9.03,0.84,,1027.42,3.89,36.0,rain,rain,Light Rain,2015
2015-01-02T12,46.82,44.77,6.2,0.93,,1027.32,2.2,339.0,rain,rain,Light Rain,2015
2015-01-02T13,47.59,44.73,4.69,0.9,1.0,1026.02,1.76,69.0,rain,rain,Light Rain,2015
2015-01-02T14,47.66,45.68,3.82,0.93,,1025.34,6.78,335.0,rain,rain,Light Rain,2015
2015-01-02T15,47.67,44.96,3.42,0.9,,1025.85,5.88,41.0,rain,rain,Heavy Rain,2015
2015-01-02T16,47.59,45.09,3.64,0.91,,1026.25,6.62,51.0,rain,rain,Light Rain,2015
2015-01-02T17,47.53,44.6,3.62,0.89,,1025.96,5.86,72.0,rain,rain,Light Rain,2015
2015-01-02T18,47.51,45.05,5.69,0.91,,1026.06,4.22,90.0,rain,rain,Light Rain,2015
2015-01-02T19,47.73,46.03,6.3,0.94,1.0,1026.1,3.7,89.0,rain,rain,Light Rain,2015
2015-01-02T20,47.84,46.18,2.64,0.94,,1025.38,4.82,119.0,rain,rain,Light Rain,2015
2015-01-02T21,47.94,45.57,2.9,0.91,,1026.11,6.08,136.0,rain,rain,Rain,2015
2015-01-02T22,48.09,46.38,5.74,0.94,,1025.78,7.21,129.0,rain,rain,Drizzle,2015
2015-01-02T23,48.08,45.53,9.18,0.91,,1025.7,6.07,119.0,,clear-night,Clear,2015
2015-01-03T00,48.1,45.43,9.73,0.9,,1025.32,7.13,111.0,rain,clear-night,Clear,2015
2015-01-03T01,48.88,45.45,9.84,0.88,1.0,1025.21,5.8,101.0,,cloudy,Overcast,2015
2015-01-03T02,48.3,45.49,9.1,0.9,,1024.79,7.67,107.0,,clear-night,Clear,2015
2015-01-03T03,48.22,46.34,2.12,0.93,,1024.43,7.26,101.0,,clear-night,Clear,2015
2015-01-03T04,48.15,46.51,2.78,0.94,,1024.26,7.25,116.0,,clear-night,Clear,2015
2015-01-03T05,49.03,47.31,1.23,0.94,,1023.63,8.46,107.0,rain,rain,Drizzle,2015
2015-01-03T06,49.17,47.46,1.12,0.94,,1023.74,7.9,99.0,rain,fog,Foggy,2015
2015-01-03T07,49.1,48.03,1.31,0.96,1.0,1023.7,8.48,92.0,rain,rain,Light Rain,2015
2015-01-03T08,49.89,48.19,1.06,0.94,,1024.09,7.27,108.0,rain,fog,Foggy,2015
2015-01-03T09,49.99,48.35,0.96,0.94,,1024.35,8.25,107.0,,fog,Foggy,2015
2015-01-03T10,50.21,49.1,0.98,0.96,,1024.49,8.52,103.0,rain,rain,Drizzle,2015
2015-01-03T11,51.16,49.88,1.05,0.95,,1024.16,9.51,116.0,rain,fog,Foggy,2015
2015-01-03T12,52.06,50.35,1.45,0.94,,1023.31,8.73,115.0,rain,rain,Drizzle,2015
2015-01-03T13,52.26,50.98,1.23,0.95,1.0,1022.29,8.22,116.0,rain,fog,Foggy,2015
2015-01-03T14,53.15,51.92,0.95,0.96,,1021.29,7.89,111.0,rain,fog,Foggy,2015
2015-01-03T15,53.27,52.26,0.74,0.96,,1020.77,6.64,109.0,,fog,Foggy,2015
2015-01-03T16,53.99,52.84,0.81,0.96,,1020.28,5.4,107.0,rain,rain,Drizzle,2015
2015-01-03T17,54.05,52.9,0.93,0.96,,1020.54,6.36,91.0,rain,rain,Drizzle,2015
2015-01-03T18,54.01,52.82,1.14,0.96,,1019.96,7.3,100.0,rain,fog,Foggy,2015
2015-01-03T19,54.08,52.99,0.91,0.96,,1019.88,7.56,111.0,,fog,Foggy,2015
2015-01-03T20,54.23,53.22,0.78,0.96,,1019.73,7.01,119.0,rain,fog,Foggy,2015
2015-01-03T21,55.32,55.01,1.15,0.99,,1019.79,6.25,138.0,rain,fog,Foggy,2015
2015-01-03T22,56.11,55.89,1.53,0.99,,1019.48,5.08,129.0,rain,rain,Light Rain,2015
2015-01-03T23,58.19,57.15,2.37,0.96,,1018.61,6.3,139.0,rain,rain,Rain,2015
2015-01-04T00,63.07,62.3,4.21,0.97,,1018.55,7.46,198.0,rain,rain,Light Rain,2015
2015-01-04T01,63.17,62.31,5.51,0.97,1.0,1018.28,6.85,195.0,rain,rain,Light Rain,2015
2015-01-04T02,63.2,62.27,6.24,0.97,,1018.18,4.87,170.0,rain,rain,Light Rain,2015
2015-01-04T03,63.2,62.27,6.56,0.97,,1017.8,5.36,166.0,rain,rain,Drizzle,2015
2015-01-04T04,63.27,62.36,3.57,0.97,,1017.05,5.0,164.0,rain,rain,Light Rain,2015
2015-01-04T05,65.0,62.65,6.3,0.92,0.31,1016.23,8.37,247.0,rain,rain,Heavy Rain,2015
2015-01-04T06,62.53,60.79,4.46,0.94,,1017.27,6.71,194.0,rain,rain,Rain,2015
2015-01-04T07,60.9,59.17,4.49,0.94,1.0,1017.55,6.58,197.0,rain,rain,Rain,2015
2015-01-04T08,60.97,59.15,3.44,0.94,,1017.81,6.41,174.0,rain,rain,Light Rain,2015
2015-01-04T09,60.87,59.04,6.65,0.94,0.31,1018.25,7.75,181.0,rain,rain,Light Rain,2015
2015-01-04T10,61.05,59.07,9.31,0.93,0.21,1017.93,7.55,194.0,rain,rain,Drizzle,2015
2015-01-04T11,61.21,59.07,9.13,0.93,0.31,1018.12,6.89,236.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-04T12,61.21,58.37,9.89,0.9,0.31,1017.85,8.57,239.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-04T13,62.29,56.98,9.98,0.83,0.69,1017.59,10.08,242.0,,partly-cloudy-day,Mostly Cloudy,2015
2015-01-04T14,63.3,54.62,10.0,0.73,0.31,1017.51,10.2,249.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-04T15,61.75,51.1,10.0,0.68,0.21,1018.25,14.14,261.0,,clear-day,Clear,2015
2015-01-04T16,59.53,42.03,10.0,0.52,0.09,1019.7,13.09,267.0,,clear-day,Clear,2015
2015-01-04T17,56.6,42.07,10.0,0.58,0.2,1021.1,14.27,273.0,,clear-day,Clear,2015
2015-01-04T18,53.95,40.49,10.0,0.6,0.18,1022.73,16.23,291.0,,clear-night,Clear,2015
2015-01-04T19,49.62,37.77,10.0,0.64,0.74,1023.9,15.36,299.0,,partly-cloudy-night,Mostly Cloudy,2015
2015-01-04T20,46.43,36.04,10.0,0.67,0.18,1025.17,15.29,291.0,,clear-night,Clear,2015
2015-01-04T21,45.9,35.14,10.0,0.66,0.12,1026.3,12.95,289.0,,clear-night,Clear,2015
2015-01-04T22,44.91,35.43,10.0,0.69,0.05,1026.62,13.59,291.0,,clear-night,Clear,2015
2015-01-04T23,44.14,35.93,10.0,0.73,0.09,1027.21,13.81,292.0,,clear-night,Clear,2015
2015-01-05T00,44.02,35.89,10.0,0.73,0.11,1027.39,14.8,299.0,,clear-night,Clear,2015
2015-01-05T01,43.23,34.48,10.0,0.71,0.88,1027.7,14.61,317.0,,partly-cloudy-night,Mostly Cloudy,2015
2015-01-05T02,42.94,34.85,10.0,0.73,0.19,1027.74,12.4,319.0,,clear-night,Clear,2015
2015-01-05T03,41.89,33.74,10.0,0.73,0.18,1028.19,12.5,320.0,,clear-night,Clear,2015
2015-01-05T04,41.06,32.85,10.0,0.72,0.0,1028.48,14.64,330.0,,clear-night,Clear,2015
2015-01-05T05,40.03,30.37,10.0,0.68,0.0,1029.0,18.79,329.0,,wind,Breezy,2015
2015-01-05T06,38.96,30.12,10.0,0.7,0.27,1029.93,13.75,337.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-05T07,38.51,28.94,10.0,0.68,0.26,1030.6,13.7,330.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-05T08,36.77,27.98,9.96,0.7,0.04,1031.9,12.63,338.0,,clear-day,Clear,2015
2015-01-05T09,37.42,27.68,9.89,0.68,0.03,1032.93,10.67,332.0,,clear-day,Clear,2015
2015-01-05T10,38.49,25.95,9.92,0.6,0.03,1034.3,14.45,331.0,,clear-day,Clear,2015
2015-01-05T11,39.86,24.4,9.96,0.54,0.22,1034.51,13.85,321.0,,clear-day,Clear,2015
2015-01-05T12,42.63,23.93,10.0,0.47,0.22,1033.93,10.35,335.0,,clear-day,Clear,2015
2015-01-05T13,44.02,23.78,10.0,0.44,0.22,1032.96,13.0,330.0,,clear-day,Clear,2015
2015-01-05T14,45.9,22.76,10.0,0.4,0.21,1032.32,12.41,330.0,,clear-day,Clear,2015
2015-01-05T15,46.99,21.23,10.0,0.36,0.22,1031.89,9.83,323.0,,clear-day,Clear,2015
2015-01-05T16,47.51,19.74,10.0,0.33,0.22,1031.64,10.08,328.0,,clear-day,Clear,2015
2015-01-05T17,46.45,19.71,10.0,0.34,0.05,1031.78,8.32,335.0,,clear-day,Clear,2015
2015-01-05T18,42.47,20.73,10.0,0.41,0.05,1031.63,7.58,328.0,,clear-night,Clear,2015
2015-01-05T19,40.41,22.06,10.0,0.48,0.49,1031.62,7.89,329.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-05T20,38.54,22.4,10.0,0.52,0.03,1031.11,7.23,340.0,,clear-night,Clear,2015
2015-01-05T21,37.14,22.02,10.0,0.54,0.03,1030.8,5.96,350.0,,clear-night,Clear,2015
2015-01-05T22,36.36,23.27,10.0,0.59,0.03,1030.54,6.27,20.0,,clear-night,Clear,2015
2015-01-05T23,35.44,22.64,10.0,0.59,0.03,1030.38,4.44,331.0,,clear-night,Clear,2015
2015-01-06T00,33.32,23.95,10.0,0.68,0.0,1030.28,5.78,311.0,,clear-night,Clear,2015
2015-01-06T01,32.27,23.69,10.0,0.7,0.5,1029.57,1.52,266.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-06T02,32.75,23.2,9.93,0.68,0.21,1029.29,2.8,298.0,,clear-night,Clear,2015
2015-01-06T03,31.1,23.83,9.93,0.74,0.21,1029.09,1.74,230.0,,clear-night,Clear,2015
2015-01-06T04,31.02,23.84,9.89,0.74,0.21,1028.74,0.87,10.0,,clear-night,Clear,2015
2015-01-06T05,29.51,23.66,9.88,0.78,0.21,1028.5,2.85,295.0,,clear-night,Clear,2015
2015-01-06T06,29.41,23.45,9.89,0.78,0.21,1028.8,4.7,288.0,,clear-night,Clear,2015
2015-01-06T07,29.19,22.8,9.88,0.77,0.01,1028.73,6.03,278.0,,clear-night,Clear,2015
2015-01-06T08,30.17,22.26,9.7,0.72,0.21,1028.9,5.66,271.0,,clear-day,Clear,2015
2015-01-06T09,36.07,24.78,9.76,0.63,0.21,1028.75,7.34,279.0,,clear-day,Clear,2015
2015-01-06T10,41.45,25.79,10.0,0.53,0.21,1028.61,11.07,271.0,,clear-day,Clear,2015
2015-01-06T11,45.93,26.01,10.0,0.45,0.2,1027.6,10.0,290.0,,clear-day,Clear,2015
2015-01-06T12,49.95,23.36,10.0,0.35,0.21,1026.61,15.87,299.0,,clear-day,Clear,2015
2015-01-06T13,51.18,24.3,10.0,0.35,0.21,1025.53,13.41,293.0,,clear-day,Clear,2015
2015-01-06T14,52.27,24.39,10.0,0.33,0.21,1024.92,17.29,306.0,,clear-day,Clear,2015
2015-01-06T15,52.64,26.53,10.0,0.36,0.21,1024.59,13.4,295.0,,clear-day,Clear,2015
2015-01-06T16,52.9,27.98,10.0,0.38,0.22,1024.4,11.87,281.0,,clear-day,Clear,2015
2015-01-06T17,51.72,27.96,10.0,0.4,0.03,1024.19,9.34,275.0,,clear-day,Clear,2015
2015-01-06T18,48.75,28.13,10.0,0.45,0.22,1023.92,7.56,283.0,,clear-night,Clear,2015
2015-01-06T19,47.27,28.39,10.0,0.48,0.22,1024.41,6.9,300.0,,clear-night,Clear,2015
2015-01-06T20,45.34,28.29,10.0,0.51,0.2,1024.71,7.32,307.0,,clear-night,Clear,2015
2015-01-06T21,43.56,28.21,10.0,0.54,0.21,1024.45,7.55,299.0,,clear-night,Clear,2015
2015-01-06T22,42.33,27.59,10.0,0.56,0.21,1024.21,11.16,310.0,,clear-night,Clear,2015
2015-01-06T23,41.44,27.51,10.0,0.57,0.01,1024.16,9.86,310.0,,clear-night,Clear,2015
2015-01-07T00,40.16,27.4,10.0,0.6,0.0,1023.82,9.65,313.0,,clear-night,Clear,2015
2015-01-07T01,38.52,26.34,10.0,0.61,0.0,1023.72,5.39,319.0,,clear-night,Clear,2015
2015-01-07T02,37.54,25.51,10.0,0.61,0.0,1023.87,7.4,321.0,,clear-night,Clear,2015
2015-01-07T03,36.41,25.25,10.0,0.64,0.21,1024.22,11.02,311.0,,clear-night,Clear,2015
2015-01-07T04,34.76,24.59,10.0,0.66,0.21,1024.02,10.94,327.0,,clear-night,Clear,2015
2015-01-07T05,33.82,23.7,10.0,0.66,0.22,1023.99,11.76,320.0,,clear-night,Clear,2015
2015-01-07T06,32.97,23.32,10.0,0.67,0.21,1023.9,11.52,310.0,,clear-night,Clear,2015
2015-01-07T07,32.0,23.12,10.0,0.69,0.21,1024.48,11.02,310.0,,clear-night,Clear,2015
2015-01-07T08,32.0,22.07,10.0,0.66,0.22,1025.07,9.64,310.0,,clear-day,Clear,2015
2015-01-07T09,33.79,21.26,10.0,0.6,0.07,1025.72,16.17,319.0,,clear-day,Clear,2015
2015-01-07T10,34.8,18.7,10.0,0.51,0.12,1026.09,13.65,322.0,,clear-day,Clear,2015
2015-01-07T11,36.02,19.97,10.0,0.52,0.19,1025.97,19.37,328.0,,clear-day,Clear,2015
2015-01-07T12,37.04,20.03,10.0,0.5,0.17,1025.26,19.39,320.0,,clear-day,Clear,2015
2015-01-07T13,37.45,18.69,10.0,0.46,0.52,1024.72,18.74,311.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-07T14,38.51,18.96,10.0,0.45,0.08,1024.07,19.68,321.0,,clear-day,Clear,2015
2015-01-07T15,37.79,17.12,10.0,0.43,0.27,1025.24,19.87,333.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-07T16,33.83,13.98,10.0,0.43,0.09,1027.11,22.89,328.0,,wind,Breezy,2015
2015-01-07T17,31.63,11.9,10.0,0.43,0.27,1028.6,23.99,335.0,,wind,Breezy and Partly Cloudy,2015
2015-01-07T18,29.65,8.81,10.0,0.41,0.21,1030.14,26.5,329.0,,wind,Windy,2015
2015-01-07T19,27.54,7.15,10.0,0.41,0.55,1031.8,22.9,329.0,,wind,Breezy and Partly Cloudy,2015
2015-01-07T20,23.58,4.51,10.0,0.43,0.21,1033.98,21.94,345.0,,wind,Breezy,2015
2015-01-07T21,20.13,1.33,10.0,0.43,0.0,1035.62,22.48,331.0,,wind,Breezy,2015
2015-01-07T22,18.82,-0.48,10.0,0.42,0.0,1036.14,18.69,347.0,,wind,Breezy,2015
2015-01-07T23,17.03,-1.41,10.0,0.43,0.0,1036.61,16.02,340.0,,clear-night,Clear,2015
2015-01-08T00,15.82,-0.84,10.0,0.47,0.0,1036.86,15.45,339.0,,clear-night,Clear,2015
2015-01-08T01,14.85,-0.9,10.0,0.49,0.0,1037.08,13.17,333.0,,clear-night,Clear,2015
2015-01-08T02,13.92,-0.92,10.0,0.51,0.0,1037.01,14.17,349.0,,clear-night,Clear,2015
2015-01-08T03,13.7,-0.88,10.0,0.51,0.0,1037.16,14.43,349.0,,clear-night,Clear,2015
2015-01-08T04,12.84,-0.63,10.0,0.54,0.0,1037.11,11.44,357.0,,clear-night,Clear,2015
2015-01-08T05,11.81,-0.77,10.0,0.56,0.0,1036.7,9.01,343.0,,clear-night,Clear,2015
2015-01-08T06,11.68,-0.51,10.0,0.57,0.0,1036.84,7.94,335.0,,clear-night,Clear,2015
2015-01-08T07,10.78,1.28,10.0,0.65,0.0,1036.9,6.9,356.0,,clear-night,Clear,2015
2015-01-08T08,11.4,-0.58,10.0,0.58,0.21,1036.44,7.44,27.0,,clear-day,Clear,2015
2015-01-08T09,13.64,2.73,10.0,0.61,0.21,1036.85,6.83,38.0,,clear-day,Clear,2015
2015-01-08T10,17.63,-1.0,10.0,0.43,0.21,1037.18,6.68,69.0,,clear-day,Clear,2015
2015-01-08T11,20.32,-0.17,10.0,0.4,0.21,1036.88,6.7,109.0,,clear-day,Clear,2015
2015-01-08T12,24.39,-1.34,10.0,0.32,0.21,1035.14,6.43,84.0,,clear-day,Clear,2015
2015-01-08T13,27.28,-1.24,10.0,0.28,0.2,1033.75,6.93,130.0,,clear-day,Clear,2015
2015-01-08T14,29.46,-1.66,10.0,0.25,0.21,1032.5,7.35,151.0,,clear-day,Clear,2015
2015-01-08T15,31.18,-0.56,10.0,0.25,0.21,1033.14,4.17,203.0,,clear-day,Clear,2015
2015-01-08T16,32.2,-0.28,10.0,0.24,0.21,1032.42,3.21,174.0,,clear-day,Clear,2015
2015-01-08T17,32.11,-0.91,10.0,0.24,0.21,1032.11,3.69,155.0,,clear-day,Clear,2015
2015-01-08T18,30.61,3.41,10.0,0.31,0.0,1031.35,4.73,131.0,,clear-night,Clear,2015
2015-01-08T19,29.2,2.92,10.0,0.32,0.0,1031.31,3.09,122.0,,clear-night,Clear,2015
2015-01-08T20,27.24,5.31,10.0,0.38,0.0,1031.18,5.33,148.0,,clear-night,Clear,2015
2015-01-08T21,25.86,4.38,10.0,0.39,0.0,1030.71,6.34,166.0,,clear-night,Clear,2015
2015-01-08T22,26.54,2.91,10.0,0.35,0.21,1030.07,5.64,176.0,,clear-night,Clear,2015
2015-01-08T23,24.62,4.12,10.0,0.41,0.23,1029.42,2.83,176.0,,clear-night,Clear,2015
2015-01-09T00,24.46,5.35,10.0,0.43,0.21,1029.01,2.47,155.0,,clear-night,Clear,2015
2015-01-09T01,22.91,7.25,10.0,0.5,0.21,1027.9,5.59,150.0,,clear-night,Clear,2015
2015-01-09T02,23.91,6.16,10.0,0.46,0.21,1028.81,2.83,299.0,,clear-night,Clear,2015
2015-01-09T03,22.16,6.71,10.0,0.51,0.21,1028.98,0.0,,,clear-night,Clear,2015
2015-01-09T04,21.99,7.73,10.0,0.54,0.21,1027.91,1.01,280.0,,clear-night,Clear,2015
2015-01-09T05,21.42,8.54,10.0,0.57,0.21,1027.69,2.99,269.0,,clear-night,Clear,2015
2015-01-09T06,21.93,7.72,10.0,0.54,0.21,1027.41,6.59,270.0,,clear-night,Clear,2015
2015-01-09T07,21.48,8.43,10.0,0.56,0.2,1027.56,5.33,268.0,,clear-night,Clear,2015
2015-01-09T08,21.54,8.41,9.97,0.56,0.21,1027.82,5.65,270.0,,clear-day,Clear,2015
2015-01-09T09,26.51,8.99,10.0,0.47,0.21,1028.29,8.2,271.0,,clear-day,Clear,2015
2015-01-09T10,30.76,7.6,10.0,0.37,0.21,1028.49,10.11,291.0,,clear-day,Clear,2015
2015-01-09T11,33.61,6.45,10.0,0.31,0.21,1028.85,12.96,315.0,,clear-day,Clear,2015
2015-01-09T12,36.42,7.49,10.0,0.29,0.0,1027.96,11.52,315.0,,clear-day,Clear,2015
2015-01-09T13,38.24,9.17,10.0,0.29,0.51,1026.77,10.46,314.0,,partly-cloudy-day,Partly Cloudy,2015
2015-01-09T14,40.1,11.81,10.0,0.31,0.0,1026.08,11.34,320.0,,clear-day,Clear,2015
2015-01-09T15,39.35,13.14,10.0,0.34,0.0,1026.19,8.62,306.0,,clear-day,Clear,2015
2015-01-09T16,39.32,13.66,10.0,0.34,0.0,1026.25,11.85,300.0,,clear-day,Clear,2015
2015-01-09T17,38.31,14.35,10.0,0.37,0.0,1026.9,10.06,299.0,,clear-day,Clear,2015
2015-01-09T18,35.97,13.26,10.0,0.39,0.0,1027.62,8.89,315.0,,clear-night,Clear,2015
2015-01-09T19,34.84,14.35,10.0,0.42,0.51,1028.57,7.46,302.0,,partly-cloudy-night,Partly Cloudy,2015
2015-01-09T20,33.69,14.2,10.0,0.44,0.0,1028.87,7.23,292.0,,clear-night,Clear,2015
2015-01-09T21,32.52,14.39,10.0,0.47,0.0,1028.92,7.2,309.0,,clear-night,Clear,2015
2015-01-09T22,31.94,14.08,10.0,0.47,0.0,1029.01,7.38,311.0,,clear-night,Clear,2015
2015-01-09T23,31.01,13.1,10.0,0.47,0.22,1029.21,7.59,328.0,,clear-night,Clear,2015
2015-01-10T00,30.85,11.44,10.0,0.44,0.21,1029.37,9.92,331.0,,clear-night,Clear,2015
2015-01-10T01,29.88,10.69,10.0,0.44,0.21,1029.88,12.98,338.0,,clear-night,Clear,2015
2015-01-10T02,28.74,9.07,10.0,0.43,0.0,1030.25,10.06,340.0,,clear-night,Clear,2015
2015-01-10T03,26.89,7.23,10.0,0.43,0.0,1030.58,12.65,332.0,,clear-night,Clear,2015
2015-01-10T04,25.75,5.43,10.0,0.41,0.0,1030.9,13.1,340.0,,clear-night,Clear,2015
2015-01-10T05,24.69,4.5,10.0,0.41,0.0,1031.39,11.48,339.0,,clear-night,Clear,2015
2015-01-10T06,22.72,3.5,10.0,0.43,0.0,1031.97,8.87,340.0,,clear-night,Clear,2015
2015-01-10T07,21.62,4.06,10.0,0.46,0.01,1032.31,10.58,340.0,,clear-night,Clear,2015
2015-01-10T08,20.72,4.36,10.0,0.48,0.01,1032.62,8.33,341.0,,clear-day,Clear,2015
2015-01-10T09,22.99,5.06,10.0,0.45,0.21,1033.44,6.46,343.0,,clear-day,Clear,2015
2015-01-10T10,27.69,5.99,10.0,0.39,0.21,1034.62,4.52,12.0,,clear-day,Clear,2015
2015-01-10T11,33.43,6.13,10.0,0.31,0.21,1034.7,3.12,88.0,,clear-day,Clear,2015
2015-01-10T12,36.9,6.38,10.0,0.27,0.21,1033.68,3.2,119.0,,clear-day,Clear,2015
2015-01-10T13,40.1,7.25,10.0,0.25,0.21,1032.77,2.99,119.0,,clear-day,Clear,2015
2015-01-10T14,42.55,7.33,10.0,0.23,0.03,1031.91,2.57,87.0,,clear-day,Clear,2015
2015-01-10T15,44.5,7.88,10.0,0.22,0.0,1031.52,3.49,87.0,,clear-day,Clear,2015
2015-01-10T16,45.38,8.47,10.0,0.22,0.0,1031.44,2.93,134.0,,clear-day,Clear,2015
2015-01-10T17,45.91,8.56,10.0,0.21,0.21,1032.05,4.41,105.0,,clear-day,Clear,2015
2015-01-10T18,42.69,9.57,10.0,0.25,0.21,1032.28,4.28,110.0,,clear-night,Clear,2015
2015-01-10T19,38.8,11.22,10.0,0.32,0.21,1032.97,4.91,108.0,,clear-night,Clear,2015
2015-01-10T20,35.92,12.23,10.0,0.37,0.21,1033.31,5.32,90.0,,clear-night,Clear,2015
2015-01-10T21,34.94,12.66,10.0,0.39,0.21,1033.61,5.8,99.0,,clear-night,Clear,2015
2015-01-10T22,32.86,13.86,10.0,0.45,0.22,1034.08,6.3,81.0,,clear-night,Clear,2015
2015-01-10T23,32.22,13.95,10.0,0.46,0.22,1033.88,6.15,89.0,,clear-night,Clear,2015
2015-01-11T00,31.32,14.94,10.0,0.5,0.21,1033.53,6.26,89.0,,clear-night,Clear,2015
2015-01-11T01,30.67,14.75,10.0,0.51,0.21,1033.73,6.05,88.0,,clear-night,Clear,2015
2015-01-11T02,32.07,14.79,10.0,0.48,0.21,1033.69,7.55,79.0,,clear-night,Clear,2015
2015-01-11T03,30.61,14.32,10.0,0.5,0.0,1033.91,5.4,95.0,,clear-night,Clear,2015
2015-01-11T04,30.55,14.77,10.0,0.51,0.01,1033.89,8.26,72.0,,clear-night,Clear,2015
2015-01-11T05,29.92,14.67,10.0,0.52,0.22,1033.67,8.16,81.0,,clear-night,Clear,2015
2015-01-11T06,29.31,14.49,10.0,0.53,0.24,1033.76,7.21,90.0,,clear-night,Clear,2015
