hour,temperature,dewPoint,visibility,humidity,cloudCover,pressure,windSpeed,windBearing,precipType,icon,summary,Year
2014-01-01T22,44.83,36.74,9.92,0.73,,1022.03,4.69,112.0,,clear-night,Clear,2014
2014-01-01T23,44.05,37.81,9.81,0.79,,1021.43,2.87,105.0,rain,clear-night,Clear,2014
2014-01-02T00,43.94,38.79,8.18,0.82,,1021.06,5.33,140.0,rain,clear-night,Clear,2014
2014-01-02T01,43.09,40.72,7.29,0.91,1.0,1020.75,3.14,147.0,rain,rain,Light Rain,2014
2014-01-02T02,43.08,40.9,6.54,0.92,,1019.43,5.33,130.0,rain,rain,Light Rain,2014
2014-01-02T03,43.16,42.6,6.2,0.98,,1018.42,4.52,132.0,,clear-night,Clear,2014
2014-01-02T04,43.36,42.79,3.12,0.98,,1017.33,4.38,121.0,,clear-night,Clear,2014
2014-01-02T05,43.39,42.88,2.19,0.98,,1016.61,0.0,,rain,rain,Drizzle,2014
2014-01-02T06,44.08,42.36,1.68,0.94,,1015.73,2.68,133.0,rain,rain,Drizzle,2014
2014-01-02T07,43.97,42.77,1.77,0.96,1.0,1015.0,3.08,118.0,rain,rain,Light Rain,2014
2014-01-02T08,44.61,43.14,0.81,0.95,,1014.12,3.82,133.0,rain,fog,Foggy,2014
2014-01-02T09,44.3,44.03,0.57,0.99,,1013.49,4.53,160.0,rain,fog,Foggy,2014
2014-01-02T10,45.96,44.92,0.75,0.96,,1012.9,5.04,190.0,rain,rain,Light Rain,2014
2014-01-02T11,47.83,46.21,1.87,0.94,,1012.3,5.03,223.0,rain,rain,Light Rain,2014
2014-01-02T12,49.58,48.44,2.85,0.96,,1011.04,5.91,231.0,rain,rain,Light Rain,2014
2014-01-02T13,51.37,49.64,5.33,0.94,1.0,1009.69,8.53,239.0,rain,rain,Rain,2014
2014-01-02T14,51.67,48.52,4.05,0.89,,1008.9,8.44,257.0,rain,clear-day,Clear,2014
2014-01-02T15,51.24,47.57,8.95,0.87,,1008.95,15.56,298.0,,clear-day,Clear,2014
2014-01-02T16,49.11,44.41,10.0,0.84,,1009.59,18.39,294.0,rain,clear-day,Clear,2014
2014-01-02T17,44.69,39.93,10.0,0.83,,1011.35,20.01,309.0,,clear-day,Clear,2014
2014-01-02T18,41.47,34.22,10.0,0.75,,1012.93,20.17,303.0,,wind,Breezy,2014
2014-01-02T19,37.56,28.11,10.0,0.68,0.29,1014.83,23.7,310.0,rain,wind,Breezy and Partly Cloudy,2014
2014-01-02T20,34.45,25.22,10.0,0.69,0.0,1015.99,20.61,310.0,rain,wind,Breezy,2014
2014-01-02T21,31.72,22.24,10.0,0.68,0.0,1017.04,21.64,312.0,,wind,Breezy,2014
2014-01-02T22,29.28,18.11,10.0,0.63,0.0,1018.08,25.15,311.0,,wind,Windy,2014
2014-01-02T23,27.5,14.98,9.96,0.59,,1019.22,26.37,320.0,,wind,Windy,2014
2014-01-03T00,26.38,13.12,9.92,0.57,,1020.56,19.92,320.0,,wind,Breezy,2014
2014-01-03T01,25.24,12.41,9.96,0.58,0.7,1021.35,20.96,321.0,,wind,Breezy and Mostly Cloudy,2014
2014-01-03T02,24.81,11.89,9.96,0.57,,1022.55,20.76,328.0,snow,wind,Breezy,2014
2014-01-03T03,23.46,10.7,10.0,0.58,0.0,1023.48,15.7,329.0,,clear-night,Clear,2014
2014-01-03T04,23.2,11.18,10.0,0.59,0.0,1024.03,15.34,329.0,,clear-night,Clear,2014
2014-01-03T05,22.41,11.19,10.0,0.61,0.0,1024.43,14.32,324.0,,clear-night,Clear,2014
2014-01-03T06,21.95,11.06,10.0,0.62,0.0,1025.17,14.02,320.0,,clear-night,Clear,2014
2014-01-03T07,21.67,11.34,10.0,0.64,0.22,1025.91,12.7,329.0,,clear-night,Clear,2014
2014-01-03T08,20.89,10.09,10.0,0.62,0.0,1026.95,11.72,336.0,,clear-day,Clear,2014
2014-01-03T09,22.14,10.04,10.0,0.59,0.0,1028.38,13.19,339.0,,clear-day,Clear,2014
2014-01-03T10,24.11,9.38,10.0,0.53,0.0,1029.38,13.02,314.0,,clear-day,Clear,2014
2014-01-03T11,25.55,10.0,10.0,0.51,0.0,1030.53,9.68,308.0,,clear-day,Clear,2014
2014-01-03T12,28.26,10.21,9.96,0.46,0.0,1029.94,8.63,324.0,,clear-day,Clear,2014
2014-01-03T13,30.26,10.35,10.0,0.43,0.21,1029.4,7.21,348.0,,clear-day,Clear,2014
2014-01-03T14,32.03,9.86,9.96,0.39,0.0,1028.95,6.62,6.0,,clear-day,Clear,2014
2014-01-03T15,33.9,9.77,10.0,0.36,0.0,1028.22,6.68,11.0,,clear-day,Clear,2014
2014-01-03T16,34.83,10.28,10.0,0.35,0.0,1028.18,6.25,8.0,,clear-day,Clear,2014
2014-01-03T17,34.02,9.34,10.0,0.35,0.0,1028.49,2.51,67.0,,clear-day,Clear,2014
2014-01-03T18,31.76,10.66,10.0,0.41,0.0,1028.79,5.16,324.0,,clear-night,Clear,2014
2014-01-03T19,30.42,11.7,10.0,0.45,0.2,1029.02,5.29,331.0,,clear-night,Clear,2014
2014-01-03T20,30.64,12.06,10.0,0.45,0.0,1029.02,4.68,2.0,,clear-night,Clear,2014
2014-01-03T21,29.06,12.66,10.0,0.5,0.0,1029.21,3.18,31.0,,clear-night,Clear,2014
2014-01-03T22,29.29,13.58,10.0,0.51,0.0,1029.22,6.2,69.0,,clear-night,Clear,2014
2014-01-03T23,27.9,15.17,10.0,0.58,0.0,1029.57,7.52,80.0,,clear-night,Clear,2014
2014-01-04T00,26.39,14.97,10.0,0.61,0.0,1029.39,5.75,99.0,,clear-night,Clear,2014
2014-01-04T01,26.99,13.62,10.0,0.57,0.2,1029.17,6.36,118.0,,clear-night,Clear,2014
2014-01-04T02,27.08,12.92,10.0,0.55,0.0,1029.28,7.25,118.0,,clear-night,Clear,2014
2014-01-04T03,27.54,12.15,10.0,0.52,0.0,1029.55,8.29,110.0,,clear-night,Clear,2014
2014-01-04T04,27.51,11.76,10.0,0.51,0.0,1029.41,8.06,109.0,,clear-night,Clear,2014
2014-01-04T05,27.07,11.48,10.0,0.51,0.0,1029.08,7.47,96.0,,clear-night,Clear,2014
2014-01-04T06,25.37,13.3,10.0,0.6,0.0,1028.99,8.58,89.0,,clear-night,Clear,2014
2014-01-04T07,24.44,13.08,10.0,0.61,0.23,1029.16,6.59,87.0,,clear-night,Clear,2014
2014-01-04T08,25.71,13.12,10.0,0.58,0.0,1029.56,6.18,90.0,,clear-day,Clear,2014
2014-01-04T09,28.33,11.64,10.0,0.49,0.0,1030.32,9.49,108.0,,clear-day,Clear,2014
2014-01-04T10,30.37,13.02,10.0,0.48,0.0,1030.4,9.18,98.0,,clear-day,Clear,2014
2014-01-04T11,32.13,13.05,10.0,0.45,,1029.98,8.36,82.0,,clear-day,Clear,2014
2014-01-04T12,33.97,15.54,10.0,0.46,,1029.36,7.92,92.0,,clear-day,Clear,2014
2014-01-04T13,34.37,16.95,10.0,0.48,1.0,1028.04,7.92,99.0,,cloudy,Overcast,2014
2014-01-04T14,35.22,19.23,10.0,0.52,,1026.75,5.72,98.0,,clear-day,Clear,2014
2014-01-04T15,35.35,20.22,10.0,0.54,,1026.12,8.49,75.0,,clear-day,Clear,2014
2014-01-04T16,35.38,20.59,10.0,0.54,,1026.02,6.03,75.0,,clear-day,Clear,2014
2014-01-04T17,35.97,21.27,10.0,0.55,,1026.15,7.21,79.0,,clear-day,Clear,2014
2014-01-04T18,35.25,21.29,10.0,0.56,,1026.01,6.35,89.0,,clear-night,Clear,2014
2014-01-04T19,34.99,22.64,10.0,0.6,1.0,1025.16,7.68,90.0,,cloudy,Overcast,2014
2014-01-04T20,35.13,24.38,10.0,0.64,,1025.49,8.29,107.0,,clear-night,Clear,2014
2014-01-04T21,35.22,25.75,10.0,0.68,,1024.87,8.47,92.0,,clear-night,Clear,2014
2014-01-04T22,35.23,27.06,9.96,0.72,,1024.68,6.61,111.0,,clear-night,Clear,2014
2014-01-04T23,35.19,28.66,9.92,0.77,,1023.74,6.79,109.0,,clear-night,Clear,2014
2014-01-05T00,34.51,30.06,9.89,0.84,,1022.98,5.85,106.0,,clear-night,Clear,2014
2014-01-05T01,34.44,31.06,7.94,0.87,1.0,1023.0,6.15,82.0,,cloudy,Overcast,2014
2014-01-05T02,34.46,31.2,7.13,0.88,,1022.32,6.64,70.0,,clear-night,Clear,2014
2014-01-05T03,34.15,31.36,5.21,0.89,,1022.13,5.71,46.0,,clear-night,Clear,2014
2014-01-05T04,34.01,32.12,1.66,0.93,,1021.65,4.99,40.0,,fog,Foggy,2014
2014-01-05T05,33.98,32.9,1.41,0.96,,1021.25,6.26,49.0,snow,snow,Light Snow,2014
2014-01-05T06,34.12,33.14,1.0,0.96,,1021.23,4.75,55.0,rain,rain,Drizzle,2014
2014-01-05T07,34.77,32.91,1.35,0.93,1.0,1020.81,4.56,90.0,,fog,Foggy,2014
2014-01-05T08,35.09,33.97,0.89,0.96,,1020.62,4.14,92.0,,fog,Foggy,2014
2014-01-05T09,35.31,34.32,0.85,0.96,,1020.78,5.44,109.0,,fog,Foggy,2014
2014-01-05T10,36.42,36.02,1.01,0.98,,1020.51,5.77,106.0,,fog,Foggy,2014
2014-01-05T11,38.45,37.03,1.81,0.95,,1019.94,3.42,144.0,,fog,Foggy,2014
2014-01-05T12,40.68,39.21,2.52,0.94,,1018.16,5.5,110.0,,clear-day,Clear,2014
2014-01-05T13,43.36,39.56,3.14,0.86,0.91,1015.82,5.5,125.0,,partly-cloudy-day,Mostly Cloudy,2014
2014-01-05T14,45.28,39.73,4.35,0.81,0.0,1014.86,4.86,135.0,,clear-day,Clear,2014
2014-01-05T15,46.01,40.67,5.22,0.82,,1014.26,6.31,123.0,,clear-day,Clear,2014
2014-01-05T16,46.64,41.58,5.14,0.82,,1013.94,6.22,129.0,,clear-day,Clear,2014
2014-01-05T17,46.37,43.0,4.41,0.88,,1013.97,5.02,117.0,,clear-day,Clear,2014
2014-01-05T18,45.3,43.29,7.08,0.93,,1013.92,5.94,107.0,rain,clear-night,Clear,2014
2014-01-05T19,45.36,43.29,4.56,0.92,1.0,1012.54,6.71,134.0,,cloudy,Overcast,2014
2014-01-05T20,46.18,44.98,4.55,0.96,,1011.9,10.88,150.0,,clear-night,Clear,2014
2014-01-05T21,46.66,45.44,2.74,0.95,,1011.13,8.1,160.0,rain,clear-night,Clear,2014
2014-01-05T22,48.42,47.25,2.62,0.96,,1010.05,8.15,168.0,rain,clear-night,Clear,2014
2014-01-05T23,49.89,48.24,2.63,0.94,,1008.96,6.56,186.0,rain,rain,Light Rain,2014
2014-01-06T00,49.93,48.72,2.36,0.96,,1008.02,8.39,233.0,rain,rain,Light Rain,2014
2014-01-06T01,41.15,37.68,7.18,0.87,1.0,1009.83,20.28,290.0,rain,rain,Light Rain and Breezy,2014
2014-01-06T02,38.43,35.59,9.83,0.89,,1011.62,14.89,291.0,rain,rain,Drizzle,2014
2014-01-06T03,35.38,30.66,9.88,0.83,,1012.98,20.21,308.0,rain,wind,Breezy,2014
2014-01-06T04,32.17,29.23,9.92,0.89,,1013.9,19.12,301.0,,wind,Breezy,2014
2014-01-06T05,30.07,26.64,10.0,0.87,,1015.1,20.68,302.0,,wind,Breezy,2014
2014-01-06T06,28.21,23.14,10.0,0.81,,1016.13,19.07,309.0,,wind,Breezy,2014
2014-01-06T07,26.98,20.01,9.91,0.75,1.0,1017.81,20.46,302.0,,wind,Breezy and Overcast,2014
2014-01-06T08,25.77,17.87,9.87,0.72,,1019.32,21.6,311.0,,wind,Breezy,2014
2014-01-06T09,24.83,16.09,9.83,0.69,0.0,1020.61,16.35,318.0,,clear-day,Clear,2014
2014-01-06T10,24.39,15.41,9.7,0.68,,1021.95,21.03,310.0,,wind,Breezy,2014
2014-01-06T11,26.02,15.38,9.82,0.64,,1022.47,17.73,304.0,,clear-day,Clear,2014
2014-01-06T12,26.89,15.6,9.88,0.62,0.0,1022.19,17.99,312.0,,clear-day,Clear,2014
2014-01-06T13,26.45,11.82,10.0,0.53,0.26,1022.34,20.79,294.0,,partly-cloudy-day,Partly Cloudy,2014
2014-01-06T14,27.34,9.14,10.0,0.46,0.0,1022.21,20.87,305.0,,clear-day,Clear,2014
2014-01-06T15,25.22,8.34,10.0,0.48,0.0,1023.52,19.96,306.0,snow,clear-day,Clear,2014
2014-01-06T16,21.47,4.01,10.0,0.46,0.0,1024.95,20.64,297.0,,clear-day,Clear,2014
2014-01-06T17,20.23,1.07,10.0,0.42,0.0,1025.72,19.38,302.0,,clear-day,Clear,2014
2014-01-06T18,18.03,-0.91,10.0,0.42,0.0,1026.69,18.81,310.0,,clear-night,Clear,2014
2014-01-06T19,17.05,-0.69,10.0,0.45,0.21,1028.15,14.15,309.0,,clear-night,Clear,2014
2014-01-06T20,15.86,-0.69,10.0,0.47,0.0,1029.33,12.07,303.0,,clear-night,Clear,2014
2014-01-06T21,14.99,-0.89,10.0,0.49,0.0,1029.98,13.39,309.0,,clear-night,Clear,2014
2014-01-06T22,13.99,-0.27,10.0,0.52,0.0,1030.44,13.4,309.0,,clear-night,Clear,2014
2014-01-06T23,13.17,-0.61,10.0,0.53,0.0,1030.77,14.93,306.0,,clear-night,Clear,2014
2014-01-07T00,12.25,-1.02,10.0,0.54,0.0,1030.94,13.83,307.0,,clear-night,Clear,2014
2014-01-07T01,11.34,-1.61,10.0,0.55,0.0,1031.38,13.85,308.0,,clear-night,Clear,2014
2014-01-07T02,11.11,-1.79,10.0,0.55,0.0,1031.39,17.35,320.0,,clear-night,Clear,2014
2014-01-07T03,10.01,-2.23,10.0,0.57,0.0,1031.45,14.69,311.0,,clear-night,Clear,2014
2014-01-07T04,9.03,-2.28,10.0,0.59,0.0,1031.92,12.78,335.0,,clear-night,Clear,2014
2014-01-07T05,8.04,-2.91,10.0,0.6,0.0,1031.79,12.34,327.0,,clear-night,Clear,2014
2014-01-07T06,7.11,-3.9,10.0,0.6,0.0,1031.79,9.44,314.0,,clear-night,Clear,2014
2014-01-07T07,6.28,-4.68,10.0,0.6,0.0,1032.91,9.81,313.0,,clear-night,Clear,2014
2014-01-07T08,6.38,-4.86,10.0,0.59,0.0,1034.38,9.7,315.0,,clear-day,Clear,2014
2014-01-07T09,8.16,-4.14,10.0,0.56,0.0,1034.32,13.35,329.0,,clear-day,Clear,2014
2014-01-07T10,11.02,-4.75,10.0,0.48,0.0,1034.96,13.39,329.0,,clear-day,Clear,2014
2014-01-07T11,14.3,-4.52,10.0,0.42,0.0,1034.28,7.81,327.0,,clear-day,Clear,2014
2014-01-07T12,17.36,-4.2,10.0,0.37,0.0,1034.21,8.77,293.0,,clear-day,Clear,2014
2014-01-07T13,19.95,-2.46,10.0,0.36,0.49,1032.88,9.45,298.0,,partly-cloudy-day,Partly Cloudy,2014
2014-01-07T14,21.7,-1.83,10.0,0.35,0.0,1032.52,9.11,293.0,,clear-day,Clear,2014
2014-01-07T15,24.06,-2.02,10.0,0.31,0.0,1032.2,6.64,306.0,,clear-day,Clear,2014
2014-01-07T16,25.09,-1.69,10.0,0.3,0.0,1032.63,7.55,292.0,,clear-day,Clear,2014
2014-01-07T17,24.57,-1.73,10.0,0.31,0.0,1033.04,6.63,308.0,,clear-day,Clear,2014
2014-01-07T18,22.69,0.52,10.0,0.37,0.0,1033.53,6.05,307.0,,clear-night,Clear,2014
2014-01-07T19,21.48,2.82,10.0,0.44,0.2,1033.63,4.91,311.0,,clear-night,Clear,2014
2014-01-07T20,20.38,1.87,10.0,0.44,0.0,1034.08,6.5,316.0,,clear-night,Clear,2014
2014-01-07T21,18.97,3.0,10.0,0.49,0.0,1034.23,5.11,316.0,,clear-night,Clear,2014
2014-01-07T22,18.71,3.15,10.0,0.5,0.0,1034.0,4.98,318.0,,clear-night,Clear,2014
2014-01-07T23,17.83,4.14,10.0,0.54,0.0,1033.65,3.08,303.0,,clear-night,Clear,2014
2014-01-08T00,17.59,5.27,10.0,0.58,0.0,1033.6,4.79,320.0,,clear-night,Clear,2014
2014-01-08T01,17.54,5.89,10.0,0.6,0.0,1033.25,2.98,321.0,,clear-night,Clear,2014
2014-01-08T02,16.83,5.83,10.0,0.61,0.0,1033.0,5.26,332.0,,clear-night,Clear,2014
2014-01-08T03,17.64,5.11,10.0,0.57,0.0,1033.13,6.28,340.0,,clear-night,Clear,2014
2014-01-08T04,17.38,5.16,10.0,0.58,0.0,1033.15,6.16,341.0,,clear-night,Clear,2014
2014-01-08T05,16.62,5.17,10.0,0.6,0.0,1033.27,0.71,340.0,,clear-night,Clear,2014
2014-01-08T06,16.36,6.11,10.0,0.63,0.0,1033.37,5.17,338.0,,clear-night,Clear,2014
2014-01-08T07,16.23,6.59,10.0,0.65,0.0,1033.66,5.45,329.0,,clear-night,Clear,2014
2014-01-08T08,16.99,7.29,10.0,0.65,0.0,1033.85,4.97,331.0,,clear-day,Clear,2014
2014-01-08T09,21.82,7.37,10.0,0.53,0.0,1034.81,4.54,322.0,,clear-day,Clear,2014
2014-01-08T10,28.23,6.56,10.0,0.39,0.0,1034.92,1.37,57.0,,clear-day,Clear,2014
2014-01-08T11,33.52,4.71,10.0,0.29,0.0,1035.26,0.87,55.0,,clear-day,Clear,2014
2014-01-08T12,38.63,-5.01,10.0,0.15,0.0,1034.39,3.02,66.0,,clear-day,Clear,2014
2014-01-08T13,41.14,-2.89,10.0,0.15,0.2,1032.5,0.87,71.0,,clear-day,Clear,2014
2014-01-08T14,43.31,-3.98,10.0,0.13,0.0,1031.93,2.27,59.0,,clear-day,Clear,2014
2014-01-08T15,45.25,-3.61,10.0,0.12,0.0,1031.33,2.95,79.0,,clear-day,Clear,2014
2014-01-08T16,45.99,-2.9,10.0,0.12,0.0,1031.29,1.09,114.0,,clear-day,Clear,2014
2014-01-08T17,45.12,0.96,10.0,0.15,0.0,1031.28,5.29,142.0,,clear-day,Clear,2014
2014-01-08T18,40.52,1.91,10.0,0.19,0.0,1031.68,5.03,148.0,,clear-night,Clear,2014
2014-01-08T19,37.98,4.38,10.0,0.24,0.2,1032.11,2.88,134.0,,clear-night,Clear,2014
2014-01-08T20,36.45,5.44,10.0,0.27,0.0,1032.24,4.68,120.0,,clear-night,Clear,2014
2014-01-08T21,33.48,7.61,10.0,0.33,0.0,1032.47,4.21,119.0,,clear-night,Clear,2014
2014-01-08T22,33.29,8.1,10.0,0.34,0.0,1032.68,2.87,108.0,,clear-night,Clear,2014
2014-01-08T23,32.41,8.26,10.0,0.36,0.0,1032.63,3.97,109.0,,clear-night,Clear,2014
2014-01-09T00,29.7,11.2,10.0,0.45,0.0,1031.87,4.64,98.0,,clear-night,Clear,2014
2014-01-09T01,31.57,9.08,10.0,0.38,0.51,1032.13,4.33,64.0,,partly-cloudy-night,Partly Cloudy,2014
2014-01-09T02,29.83,11.73,10.0,0.46,0.0,1031.55,4.91,87.0,,clear-night,Clear,2014
2014-01-09T03,29.73,11.5,10.0,0.46,0.0,1031.53,5.92,61.0,,clear-night,Clear,2014
2014-01-09T04,29.77,11.24,10.0,0.45,0.0,1031.53,5.11,89.0,,clear-night,Clear,2014
2014-01-09T05,29.83,11.72,10.0,0.46,0.0,1031.3,6.45,80.0,,clear-night,Clear,2014
2014-01-09T06,29.91,12.94,10.0,0.49,0.0,1031.28,6.75,79.0,,clear-night,Clear,2014
2014-01-09T07,32.41,12.3,10.0,0.43,0.85,1031.83,7.09,52.0,,partly-cloudy-night,Mostly Cloudy,2014
2014-01-09T08,32.1,11.38,10.0,0.42,0.0,1032.32,6.45,78.0,,clear-day,Clear,2014
2014-01-09T09,35.2,11.64,10.0,0.37,0.0,1032.77,7.9,79.0,,clear-day,Clear,2014
2014-01-09T10,37.39,12.4,10.0,0.35,0.0,1033.55,7.71,72.0,,clear-day,Clear,2014
2014-01-09T11,40.06,14.93,9.89,0.35,,1033.47,8.09,99.0,,clear-day,Clear,2014
2014-01-09T12,42.84,20.77,10.0,0.41,,1031.93,9.04,98.0,,clear-day,Clear,2014
2014-01-09T13,45.83,24.31,10.0,0.42,0.75,1030.37,6.77,93.0,,partly-cloudy-day,Mostly Cloudy,2014
2014-01-09T14,47.99,27.45,10.0,0.45,,1029.15,7.78,89.0,,clear-day,Clear,2014
2014-01-09T15,47.89,28.93,9.93,0.48,,1029.39,6.97,69.0,,clear-day,Clear,2014
2014-01-09T16,45.82,36.38,7.02,0.69,,1029.53,8.65,99.0,,clear-day,Clear,2014
2014-01-09T17,45.47,38.32,8.23,0.76,,1029.72,8.13,88.0,,clear-day,Clear,2014
2014-01-09T18,44.16,38.19,9.0,0.79,,1029.78,8.84,80.0,,clear-night,Clear,2014
2014-01-09T19,43.27,37.19,9.81,0.79,1.0,1029.77,8.48,95.0,,cloudy,Overcast,2014
2014-01-09T20,43.14,36.63,9.78,0.78,,1029.83,10.43,81.0,,clear-night,Clear,2014
2014-01-09T21,42.7,34.85,9.41,0.74,,1030.11,8.99,78.0,rain,clear-night,Clear,2014
2014-01-09T22,41.42,35.49,8.99,0.79,,1030.08,8.48,88.0,rain,clear-night,Clear,2014
2014-01-09T23,41.78,33.86,9.95,0.73,,1029.51,7.95,72.0,rain,clear-night,Clear,2014
2014-01-10T00,41.56,32.98,9.68,0.71,,1028.64,7.71,79.0,rain,clear-night,Clear,2014
2014-01-10T01,40.91,35.78,5.12,0.82,1.0,1027.62,8.71,86.0,rain,rain,Drizzle,2014
2014-01-10T02,39.91,37.06,8.48,0.89,,1026.73,8.32,78.0,rain,rain,Rain,2014
2014-01-10T03,39.16,37.24,1.84,0.93,,1026.27,6.79,78.0,rain,rain,Rain,2014
2014-01-10T04,39.8,38.09,2.12,0.94,,1026.12,7.74,71.0,rain,rain,Light Rain,2014
2014-01-10T05,39.25,38.23,2.18,0.96,,1025.53,5.74,69.0,rain,clear-night,Clear,2014
2014-01-10T06,40.02,38.19,2.22,0.93,,1025.25,7.25,54.0,rain,rain,Drizzle,2014
2014-01-10T07,40.09,38.1,1.85,0.93,1.0,1024.9,6.86,77.0,rain,rain,Drizzle,2014
2014-01-10T08,40.4,39.22,1.23,0.96,,1025.23,8.16,78.0,rain,fog,Foggy,2014
2014-01-10T09,41.59,40.27,1.39,0.95,,1025.31,7.72,79.0,rain,fog,Foggy,2014
2014-01-10T10,44.45,42.6,1.4,0.93,,1025.38,7.78,86.0,rain,fog,Foggy,2014
2014-01-10T11,44.62,43.31,1.17,0.95,,1025.03,7.34,84.0,rain,fog,Foggy,2014
2014-01-10T12,46.1,44.31,1.0,0.93,,1023.78,7.5,79.0,rain,rain,Drizzle,2014
2014-01-10T13,46.83,46.23,1.24,0.98,1.0,1021.97,6.57,88.0,rain,fog,Foggy,2014
2014-01-10T14,48.21,46.9,1.03,0.95,,1020.74,4.93,90.0,,fog,Foggy,2014
2014-01-10T15,48.63,47.35,0.82,0.95,,1019.92,8.07,91.0,,fog,Foggy,2014
2014-01-10T16,48.69,47.31,0.71,0.95,,1019.79,7.65,99.0,rain,rain,Drizzle,2014
2014-01-10T17,48.47,47.32,0.63,0.96,,1019.7,6.72,92.0,,fog,Foggy,2014
2014-01-10T18,48.45,47.27,0.7,0.96,,1019.1,6.53,94.0,rain,fog,Foggy,2014
2014-01-10T19,48.44,47.23,0.56,0.96,1.0,1019.32,6.49,101.0,rain,rain,Drizzle,2014
2014-01-10T20,48.29,47.11,0.74,0.96,,1018.95,6.81,111.0,rain,fog,Foggy,2014
2014-01-10T21,47.7,47.21,0.77,0.98,,1018.49,5.24,111.0,rain,rain,Light Rain,2014
2014-01-10T22,47.79,47.33,0.8,0.98,,1018.48,3.08,137.0,rain,rain,Light Rain,2014
2014-01-10T23,47.86,47.41,0.92,0.98,,1017.67,4.34,106.0,rain,rain,Light Rain,2014
2014-01-11T00,47.94,47.43,0.83,0.98,,1016.63,3.34,122.0,rain,rain,Light Rain,2014
2014-01-11T01,48.71,46.96,0.46,0.94,,1015.12,5.9,121.0,rain,fog,Foggy,2014
2014-01-11T02,49.31,48.88,1.65,0.98,,1013.99,6.25,119.0,rain,rain,Rain,2014
2014-01-11T03,50.1,49.77,2.09,0.99,,1013.06,5.67,140.0,rain,rain,Light Rain,2014
2014-01-11T04,54.85,54.39,5.66,0.98,,1013.38,6.24,175.0,rain,rain,Heavy Rain,2014
2014-01-11T05,57.67,55.82,2.8,0.94,,1011.04,11.56,170.0,rain,rain,Light Rain,2014
2014-01-11T06,59.63,59.18,2.89,0.98,,1009.94,10.34,178.0,rain,clear-night,Clear,2014
2014-01-11T07,62.51,60.71,7.31,0.94,1.0,1008.66,15.24,187.0,rain,rain,Light Rain,2014
2014-01-11T08,62.88,61.53,4.47,0.95,,1007.89,11.51,218.0,rain,rain,Rain,2014
2014-01-11T09,59.06,57.42,2.12,0.94,,1009.98,6.27,212.0,rain,rain,Heavy Rain,2014
2014-01-11T10,57.47,57.01,3.66,0.98,,1010.41,5.49,238.0,rain,rain,Rain,2014
2014-01-11T11,57.19,56.83,3.6,0.99,,1009.46,7.4,235.0,rain,rain,Rain,2014
2014-01-11T12,57.63,54.8,7.11,0.9,0.0,1009.31,5.75,234.0,rain,rain,Rain,2014
