CANCELLED,temperature_ORIGIN,dewPoint_ORIGIN,visibility_ORIGIN,humidity_ORIGIN,cloudCover_ORIGIN,pressure_ORIGIN,windSpeed_ORIGIN,windBearing_ORIGIN,DEP_DELAY_ORIGIN_1,DEP_DELAY_ORIGIN_2,DEP_DELAY_ORIGIN_3,DEP_DELAY_ORIGIN_4,DEP_DELAY_ORIGIN_5,DEP_DELAY_ORIGIN_6,DEP_DELAY_ORIGIN_7,DEP_DELAY_ORIGIN_8,DEP_DELAY_ORIGIN_9,DEP_DELAY_ORIGIN_10,DEP_DELAY_ORIGIN_11,DEP_DELAY_ORIGIN_12,DEP_DELAY_ORIGIN_13,DEP_DELAY_ORIGIN_14,DEP_DELAY_ORIGIN_15,DEP_DELAY_ORIGIN_16,DEP_DELAY_ORIGIN_17,DEP_DELAY_ORIGIN_18,DEP_DELAY_ORIGIN_19,DEP_DELAY_ORIGIN_20,DEP_DELAY_CARRIER_1,DEP_DELAY_CARRIER_2,DEP_DELAY_CARRIER_3,DEP_DELAY_CARRIER_4,DEP_DELAY_CARRIER_5,DEP_DELAY_CARRIER_ORIGIN_1,DEP_DELAY_CARRIER_ORIGIN_2,DEP_DELAY_CARRIER_ORIGIN_3,DEP_DELAY_CARRIER_ORIGIN_4,DEP_DELAY_CARRIER_ORIGIN_5,DEP_DELAY_CARRIER_ORIGIN_6,DEP_DELAY_CARRIER_ORIGIN_7,DEP_DELAY_CARRIER_ORIGIN_8,DEP_DELAY_CARRIER_ORIGIN_9,DEP_DELAY_CARRIER_ORIGIN_10,DEP_DELAY_DEST_1,DEP_DELAY_DEST_2,DEP_DELAY_DEST_3,DEP_DELAY_DEST_4,DEP_DELAY_DEST_5,DEP_DELAY_DEST_6,DEP_DELAY_DEST_7,DEP_DELAY_DEST_8,DEP_DELAY_DEST_9,DEP_DELAY_DEST_10,DEP_DELAY_DEST_11,DEP_DELAY_DEST_12,DEP_DELAY_DEST_13,DEP_DELAY_DEST_14,DEP_DELAY_DEST_15,temperature_DEST,dewPoint_DEST,visibility_DEST,humidity_DEST,cloudCover_DEST,pressure_DEST,windSpeed_DEST,windBearing_DEST
0.0,49.14,25.21,10.0,0.39,0.24,1017.55,14.12,318.0,-5.0,2.0,30.0,-4.0,22.0,-1.0,33.0,12.0,17.0,-4.0,-9.0,-4.0,1.0,-8.0,-3.0,-1.0,-1.0,-3.0,-3.0,0.0,1440,1440,1440,1440,1440,3.0,-1.0,-4.0,1.0,-2.0,1440,1440,1440,1440,1440,-7.0,-4.0,1.0,-4.0,-1.0,-6.0,-5.0,1.0,-8.0,-6.0,3.0,-6.0,-4.0,58.0,1.0,66.2,43.85,9.94,0.44,0.02,1017.86,13.26,155.0
0.0,52.27,16.59,10.0,0.24,0.0,1020.83,17.33,330.0,3.0,1.0,-1.0,-1.0,1.0,-4.0,10.0,-4.0,3.0,-2.0,-1.0,6.0,7.0,-7.0,-4.0,-2.0,-3.0,-1.0,-5.0,70.0,1440,1440,1440,1440,1440,-3.0,-5.0,-7.0,-2.0,-6.0,1440,1440,1440,1440,1440,13.0,-4.0,-4.0,7.0,-7.0,-3.0,0.0,-5.0,20.0,-1.0,9.0,-5.0,-2.0,-2.0,19.0,68.24,44.12,10.0,0.42,0.24,1018.07,17.71,162.0
0.0,52.27,16.59,10.0,0.24,0.0,1020.83,17.33,330.0,3.0,1.0,-1.0,-1.0,1.0,-4.0,10.0,-4.0,3.0,-2.0,-1.0,6.0,7.0,-7.0,-4.0,-2.0,-3.0,-1.0,-5.0,70.0,1440,1440,1440,1440,1440,-3.0,-5.0,-7.0,-2.0,-6.0,1440,1440,1440,1440,1440,13.0,-4.0,-4.0,7.0,-7.0,-3.0,0.0,-5.0,20.0,-1.0,9.0,-5.0,-2.0,-2.0,19.0,68.24,44.12,10.0,0.42,0.24,1018.07,17.71,162.0
0.0,52.27,16.59,10.0,0.24,0.0,1020.83,17.33,330.0,3.0,1.0,-1.0,-1.0,1.0,-4.0,10.0,-4.0,3.0,-2.0,-1.0,6.0,7.0,-7.0,-4.0,-2.0,-3.0,-1.0,-5.0,70.0,1440,1440,1440,1440,1440,-3.0,-5.0,-7.0,-2.0,-6.0,1440,1440,1440,1440,1440,13.0,-4.0,-4.0,7.0,-7.0,-3.0,0.0,-5.0,20.0,-1.0,9.0,-5.0,-2.0,-2.0,19.0,68.24,44.12,10.0,0.42,0.24,1018.07,17.71,162.0
0.0,57.25,17.39,10.0,0.21,0.0,1024.08,5.67,285.0,4.0,-5.0,-6.0,2.0,-5.0,-1.0,8.0,-3.0,-1.0,-6.0,-5.0,,-2.0,-3.0,-3.0,-4.0,-2.0,-3.0,74.0,1.0,1440,1440,1440,1440,1440,-5.0,-2.0,-9.0,-6.0,-4.0,1440,1440,1440,1440,1440,7.0,-9.0,,-7.0,-3.0,-1.0,-6.0,12.0,-5.0,-11.0,-1.0,-15.0,-8.0,-8.0,-1.0,67.74,49.15,9.94,0.51,0.66,1020.73,13.15,167.0
0.0,57.25,17.39,10.0,0.21,0.0,1024.08,5.67,285.0,4.0,-5.0,-6.0,2.0,-5.0,-1.0,8.0,-3.0,-1.0,-6.0,-5.0,,-2.0,-3.0,-3.0,-4.0,-2.0,-3.0,74.0,1.0,1440,1440,1440,1440,1440,-5.0,-2.0,-9.0,-6.0,-4.0,1440,1440,1440,1440,1440,7.0,-9.0,,-7.0,-3.0,-1.0,-6.0,12.0,-5.0,-11.0,-1.0,-15.0,-8.0,-8.0,-1.0,67.74,49.15,9.94,0.51,0.66,1020.73,13.15,167.0
0.0,57.25,17.39,10.0,0.21,0.0,1024.08,5.67,285.0,4.0,-5.0,-6.0,2.0,-5.0,-1.0,8.0,-3.0,-1.0,-6.0,-5.0,,-2.0,-3.0,-3.0,-4.0,-2.0,-3.0,74.0,1.0,1440,1440,1440,1440,1440,-5.0,-2.0,-9.0,-6.0,-4.0,1440,1440,1440,1440,1440,7.0,-9.0,,-7.0,-3.0,-1.0,-6.0,12.0,-5.0,-11.0,-1.0,-15.0,-8.0,-8.0,-1.0,67.74,49.15,9.94,0.51,0.66,1020.73,13.15,167.0
0.0,60.68,18.9,10.0,0.2,0.7,1022.05,6.25,291.0,4.0,-7.0,-2.0,6.0,-4.0,-3.0,15.0,4.0,-2.0,-5.0,-4.0,2.0,-6.0,-4.0,0.0,9.0,3.0,21.0,5.0,0.0,1440,1440,1440,1440,1440,-1.0,-4.0,-8.0,2.0,-2.0,1440,1440,1440,1440,1440,-2.0,-1.0,9.0,2.0,-6.0,0.0,-1.0,-8.0,4.0,12.0,-7.0,-4.0,3.0,-5.0,39.0,52.23,49.66,3.23,0.91,1.0,1019.59,9.03,115.0
0.0,60.68,18.9,10.0,0.2,0.7,1022.05,6.25,291.0,4.0,-7.0,-2.0,6.0,-4.0,-3.0,15.0,4.0,-2.0,-5.0,-4.0,2.0,-6.0,-4.0,0.0,9.0,3.0,21.0,5.0,0.0,1440,1440,1440,1440,1440,-1.0,-4.0,-8.0,2.0,-2.0,1440,1440,1440,1440,1440,-2.0,-1.0,9.0,2.0,-6.0,0.0,-1.0,-8.0,4.0,12.0,-7.0,-4.0,3.0,-5.0,39.0,52.23,49.66,3.23,0.91,1.0,1019.59,9.03,115.0
0.0,60.68,18.9,10.0,0.2,0.7,1022.05,6.25,291.0,4.0,-7.0,-2.0,6.0,-4.0,-3.0,15.0,4.0,-2.0,-5.0,-4.0,2.0,-6.0,-4.0,0.0,9.0,3.0,21.0,5.0,0.0,1440,1440,1440,1440,1440,-1.0,-4.0,-8.0,2.0,-2.0,1440,1440,1440,1440,1440,-2.0,-1.0,9.0,2.0,-6.0,0.0,-1.0,-8.0,4.0,12.0,-7.0,-4.0,3.0,-5.0,39.0,52.23,49.66,3.23,0.91,1.0,1019.59,9.03,115.0
0.0,70.55,34.3,10.0,0.26,0.22,1016.36,3.88,252.0,2.0,-3.0,-3.0,-1.0,110.0,5.0,-3.0,-6.0,3.0,-10.0,-4.0,34.0,71.0,-10.0,-4.0,-1.0,-4.0,3.0,-1.0,0.0,1440,1440,1440,1440,1440,-6.0,-7.0,2.0,-10.0,-9.0,1440,1440,1440,1440,1440,1.0,-5.0,71.0,80.0,-4.0,38.0,77.0,-4.0,-6.0,-7.0,8.0,32.0,76.0,40.0,,59.74,57.67,2.31,0.93,1.0,1006.41,17.49,159.0
0.0,70.55,34.3,10.0,0.26,0.22,1016.36,3.88,252.0,2.0,-3.0,-3.0,-1.0,110.0,5.0,-3.0,-6.0,3.0,-10.0,-4.0,34.0,71.0,-10.0,-4.0,-1.0,-4.0,3.0,-1.0,0.0,1440,1440,1440,1440,1440,-6.0,-7.0,2.0,-10.0,-9.0,1440,1440,1440,1440,1440,1.0,-5.0,71.0,80.0,-4.0,38.0,77.0,-4.0,-6.0,-7.0,8.0,32.0,76.0,40.0,,59.74,57.67,2.31,0.93,1.0,1006.41,17.49,159.0
0.0,70.55,34.3,10.0,0.26,0.22,1016.36,3.88,252.0,2.0,-3.0,-3.0,-1.0,110.0,5.0,-3.0,-6.0,3.0,-10.0,-4.0,34.0,71.0,-10.0,-4.0,-1.0,-4.0,3.0,-1.0,0.0,1440,1440,1440,1440,1440,-6.0,-7.0,2.0,-10.0,-9.0,1440,1440,1440,1440,1440,1.0,-5.0,71.0,80.0,-4.0,38.0,77.0,-4.0,-6.0,-7.0,8.0,32.0,76.0,40.0,,59.74,57.67,2.31,0.93,1.0,1006.41,17.49,159.0
0.0,67.22,32.4,9.83,0.27,0.75,1014.66,10.41,208.0,35.0,-2.0,-1.0,-4.0,138.0,6.0,-6.0,-6.0,-3.0,-4.0,-9.0,50.0,-1.0,8.0,-5.0,-8.0,-8.0,0.0,-5.0,-4.0,1440,1440,1440,1440,1440,66.0,6.0,-5.0,-5.0,-7.0,1440,1440,1440,1440,1440,-6.0,-5.0,-1.0,-4.0,-8.0,-8.0,,-1.0,-5.0,-13.0,-5.0,-9.0,-7.0,-7.0,0.0,73.93,39.57,10.0,0.29,0.01,1002.67,13.44,215.0
0.0,67.22,32.4,9.83,0.27,0.75,1014.66,10.41,208.0,35.0,-2.0,-1.0,-4.0,138.0,6.0,-6.0,-6.0,-3.0,-4.0,-9.0,50.0,-1.0,8.0,-5.0,-8.0,-8.0,0.0,-5.0,-4.0,1440,1440,1440,1440,1440,66.0,6.0,-5.0,-5.0,-7.0,1440,1440,1440,1440,1440,-6.0,-5.0,-1.0,-4.0,-8.0,-8.0,,-1.0,-5.0,-13.0,-5.0,-9.0,-7.0,-7.0,0.0,73.93,39.57,10.0,0.29,0.01,1002.67,13.44,215.0
0.0,67.22,32.4,9.83,0.27,0.75,1014.66,10.41,208.0,35.0,-2.0,-1.0,-4.0,138.0,6.0,-6.0,-6.0,-3.0,-4.0,-9.0,50.0,-1.0,8.0,-5.0,-8.0,-8.0,0.0,-5.0,-4.0,1440,1440,1440,1440,1440,66.0,6.0,-5.0,-5.0,-7.0,1440,1440,1440,1440,1440,-6.0,-5.0,-1.0,-4.0,-8.0,-8.0,,-1.0,-5.0,-13.0,-5.0,-9.0,-7.0,-7.0,0.0,73.93,39.57,10.0,0.29,0.01,1002.67,13.44,215.0
1.0,50.08,48.84,1.53,0.95,0.99,1013.89,4.41,124.0,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,73.87,34.04,10.0,0.23,0.21,997.18,18.05,241.0
0.0,50.08,48.84,1.53,0.95,0.99,1013.89,4.41,124.0,48.0,56.0,41.0,44.0,26.0,5.0,221.0,26.0,29.0,74.0,20.0,47.0,37.0,43.0,70.0,32.0,-2.0,-4.0,45.0,38.0,1440,1440,1440,1440,1440,,-1.0,86.0,1.0,63.0,1440,1440,1440,1440,1440,101.0,59.0,37.0,64.0,-2.0,184.0,74.0,48.0,43.0,102.0,-4.0,46.0,59.0,70.0,71.0,73.87,34.04,10.0,0.23,0.21,997.18,18.05,241.0
0.0,50.08,48.84,1.53,0.95,0.99,1013.89,4.41,124.0,48.0,56.0,41.0,44.0,26.0,5.0,221.0,26.0,29.0,74.0,20.0,47.0,37.0,43.0,70.0,32.0,-2.0,-4.0,45.0,38.0,1440,1440,1440,1440,1440,,-1.0,86.0,1.0,63.0,1440,1440,1440,1440,1440,101.0,59.0,37.0,64.0,-2.0,184.0,74.0,48.0,43.0,102.0,-4.0,46.0,59.0,70.0,71.0,73.87,34.04,10.0,0.23,0.21,997.18,18.05,241.0
0.0,62.96,56.62,8.54,0.8,0.77,1006.42,6.79,124.0,119.0,4.0,18.0,75.0,91.0,86.0,58.0,70.0,86.0,65.0,48.0,51.0,109.0,,80.0,47.0,36.0,40.0,9.0,31.0,1440,1440,1440,1440,1440,73.0,85.0,102.0,113.0,116.0,1440,1440,1440,1440,1440,2.0,-1.0,109.0,-1.0,40.0,-5.0,-4.0,0.0,1.0,-5.0,-3.0,-4.0,-2.0,-3.0,-5.0,61.03,37.69,9.9,0.42,0.78,1005.17,7.65,339.0
0.0,62.96,56.62,8.54,0.8,0.77,1006.42,6.79,124.0,119.0,4.0,18.0,75.0,91.0,86.0,58.0,70.0,86.0,65.0,48.0,51.0,109.0,,80.0,47.0,36.0,40.0,9.0,31.0,1440,1440,1440,1440,1440,73.0,85.0,102.0,113.0,116.0,1440,1440,1440,1440,1440,2.0,-1.0,109.0,-1.0,40.0,-5.0,-4.0,0.0,1.0,-5.0,-3.0,-4.0,-2.0,-3.0,-5.0,61.03,37.69,9.9,0.42,0.78,1005.17,7.65,339.0
0.0,62.96,56.62,8.54,0.8,0.77,1006.42,6.79,124.0,119.0,4.0,18.0,75.0,91.0,86.0,58.0,70.0,86.0,65.0,48.0,51.0,109.0,,80.0,47.0,36.0,40.0,9.0,31.0,1440,1440,1440,1440,1440,73.0,85.0,102.0,113.0,116.0,1440,1440,1440,1440,1440,2.0,-1.0,109.0,-1.0,40.0,-5.0,-4.0,0.0,1.0,-5.0,-3.0,-4.0,-2.0,-3.0,-5.0,61.03,37.69,9.9,0.42,0.78,1005.17,7.65,339.0
0.0,57.66,55.28,6.11,0.92,1.0,999.57,1.4,159.0,,154.0,111.0,0.0,,115.0,,278.0,249.0,98.0,121.0,103.0,110.0,,,187.0,113.0,253.0,228.0,189.0,1440,1440,1440,1440,1440,99.0,155.0,108.0,176.0,,1440,1440,1440,1440,1440,70.0,-6.0,2.0,110.0,-2.0,253.0,-1.0,2.0,20.0,27.0,51.0,20.0,43.0,56.0,37.0,65.87,28.25,10.0,0.24,0.21,1007.68,26.35,314.0
0.0,57.66,55.28,6.11,0.92,1.0,999.57,1.4,159.0,,154.0,111.0,0.0,,115.0,,278.0,249.0,98.0,121.0,103.0,110.0,,,187.0,113.0,253.0,228.0,189.0,1440,1440,1440,1440,1440,99.0,155.0,108.0,176.0,,1440,1440,1440,1440,1440,70.0,-6.0,2.0,110.0,-2.0,253.0,-1.0,2.0,20.0,27.0,51.0,20.0,43.0,56.0,37.0,65.87,28.25,10.0,0.24,0.21,1007.68,26.35,314.0
1.0,57.66,55.28,6.11,0.92,1.0,999.57,1.4,159.0,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,65.87,28.25,10.0,0.24,0.21,1007.68,26.35,314.0
0.0,50.48,40.75,9.85,0.69,0.74,1000.27,9.6,270.0,1.0,-1.0,-1.0,-2.0,-2.0,8.0,182.0,33.0,6.0,-7.0,24.0,-3.0,197.0,-5.0,12.0,-2.0,54.0,-1.0,-1.0,-3.0,1440,1440,1440,1440,1440,-9.0,173.0,-4.0,-4.0,-6.0,1440,1440,1440,1440,1440,98.0,18.0,-3.0,-7.0,-5.0,-2.0,0.0,48.0,-6.0,-8.0,105.0,4.0,-6.0,21.0,-9.0,65.99,38.26,10.0,0.36,0.19,1009.28,13.39,294.0
0.0,50.48,40.75,9.85,0.69,0.74,1000.27,9.6,270.0,1.0,-1.0,-1.0,-2.0,-2.0,8.0,182.0,33.0,6.0,-7.0,24.0,-3.0,197.0,-5.0,12.0,-2.0,54.0,-1.0,-1.0,-3.0,1440,1440,1440,1440,1440,-9.0,173.0,-4.0,-4.0,-6.0,1440,1440,1440,1440,1440,98.0,18.0,-3.0,-7.0,-5.0,-2.0,0.0,48.0,-6.0,-8.0,105.0,4.0,-6.0,21.0,-9.0,65.99,38.26,10.0,0.36,0.19,1009.28,13.39,294.0
0.0,50.48,40.75,9.85,0.69,0.74,1000.27,9.6,270.0,1.0,-1.0,-1.0,-2.0,-2.0,8.0,182.0,33.0,6.0,-7.0,24.0,-3.0,197.0,-5.0,12.0,-2.0,54.0,-1.0,-1.0,-3.0,1440,1440,1440,1440,1440,-9.0,173.0,-4.0,-4.0,-6.0,1440,1440,1440,1440,1440,98.0,18.0,-3.0,-7.0,-5.0,-2.0,0.0,48.0,-6.0,-8.0,105.0,4.0,-6.0,21.0,-9.0,65.99,38.26,10.0,0.36,0.19,1009.28,13.39,294.0
0.0,49.92,39.9,9.86,0.68,1.0,1005.72,13.47,280.0,-4.0,1.0,3.0,-1.0,-1.0,168.0,-1.0,9.0,-4.0,6.0,0.0,0.0,-5.0,-4.0,-2.0,-8.0,-4.0,10.0,30.0,0.0,1440,1440,1440,1440,1440,-6.0,13.0,-4.0,86.0,-8.0,1440,1440,1440,1440,1440,1.0,14.0,-7.0,0.0,-8.0,-2.0,-2.0,-2.0,23.0,61.0,-5.0,-8.0,-7.0,-3.0,5.0,70.94,40.77,10.0,0.33,0.02,1012.15,7.96,34.0
0.0,49.92,39.9,9.86,0.68,1.0,1005.72,13.47,280.0,-4.0,1.0,3.0,-1.0,-1.0,168.0,-1.0,9.0,-4.0,6.0,0.0,0.0,-5.0,-4.0,-2.0,-8.0,-4.0,10.0,30.0,0.0,1440,1440,1440,1440,1440,-6.0,13.0,-4.0,86.0,-8.0,1440,1440,1440,1440,1440,1.0,14.0,-7.0,0.0,-8.0,-2.0,-2.0,-2.0,23.0,61.0,-5.0,-8.0,-7.0,-3.0,5.0,70.94,40.77,10.0,0.33,0.02,1012.15,7.96,34.0
0.0,49.92,39.9,9.86,0.68,1.0,1005.72,13.47,280.0,-4.0,1.0,3.0,-1.0,-1.0,168.0,-1.0,9.0,-4.0,6.0,0.0,0.0,-5.0,-4.0,-2.0,-8.0,-4.0,10.0,30.0,0.0,1440,1440,1440,1440,1440,-6.0,13.0,-4.0,86.0,-8.0,1440,1440,1440,1440,1440,1.0,14.0,-7.0,0.0,-8.0,-2.0,-2.0,-2.0,23.0,61.0,-5.0,-8.0,-7.0,-3.0,5.0,70.94,40.77,10.0,0.33,0.02,1012.15,7.96,34.0
0.0,54.96,38.27,10.0,0.53,0.39,1012.8,14.54,326.0,,-3.0,-4.0,6.0,18.0,28.0,,47.0,1.0,-8.0,-3.0,3.0,-9.0,-4.0,14.0,34.0,-1.0,-6.0,31.0,-1.0,1440,1440,1440,1440,1440,-4.0,-8.0,-8.0,-5.0,-8.0,1440,1440,1440,1440,1440,73.0,-3.0,-9.0,-6.0,-6.0,-3.0,9.0,-4.0,-6.0,-1.0,-10.0,-7.0,-4.0,-8.0,-1.0,62.23,42.32,10.0,0.48,0.55,1021.07,8.27,32.0
0.0,54.96,38.27,10.0,0.53,0.39,1012.8,14.54,326.0,,-3.0,-4.0,6.0,18.0,28.0,,47.0,1.0,-8.0,-3.0,3.0,-9.0,-4.0,14.0,34.0,-1.0,-6.0,31.0,-1.0,1440,1440,1440,1440,1440,-4.0,-8.0,-8.0,-5.0,-8.0,1440,1440,1440,1440,1440,73.0,-3.0,-9.0,-6.0,-6.0,-3.0,9.0,-4.0,-6.0,-1.0,-10.0,-7.0,-4.0,-8.0,-1.0,62.23,42.32,10.0,0.48,0.55,1021.07,8.27,32.0
0.0,54.96,38.27,10.0,0.53,0.39,1012.8,14.54,326.0,,-3.0,-4.0,6.0,18.0,28.0,,47.0,1.0,-8.0,-3.0,3.0,-9.0,-4.0,14.0,34.0,-1.0,-6.0,31.0,-1.0,1440,1440,1440,1440,1440,-4.0,-8.0,-8.0,-5.0,-8.0,1440,1440,1440,1440,1440,73.0,-3.0,-9.0,-6.0,-6.0,-3.0,9.0,-4.0,-6.0,-1.0,-10.0,-7.0,-4.0,-8.0,-1.0,62.23,42.32,10.0,0.48,0.55,1021.07,8.27,32.0
0.0,56.41,39.85,10.0,0.54,0.77,1016.19,3.99,307.0,65.0,-3.0,-4.0,-4.0,-1.0,138.0,-6.0,-4.0,-3.0,-7.0,-5.0,-6.0,-3.0,-1.0,-6.0,-4.0,,2.0,-2.0,-6.0,1440,1440,1440,1440,1440,-8.0,-6.0,-2.0,0.0,-10.0,1440,1440,1440,1440,1440,5.0,-4.0,-3.0,-4.0,,-5.0,0.0,36.0,3.0,10.0,-3.0,-3.0,29.0,30.0,-1.0,58.4,44.28,8.87,0.59,0.79,1023.57,11.15,345.0
0.0,56.41,39.85,10.0,0.54,0.77,1016.19,3.99,307.0,65.0,-3.0,-4.0,-4.0,-1.0,138.0,-6.0,-4.0,-3.0,-7.0,-5.0,-6.0,-3.0,-1.0,-6.0,-4.0,,2.0,-2.0,-6.0,1440,1440,1440,1440,1440,-8.0,-6.0,-2.0,0.0,-10.0,1440,1440,1440,1440,1440,5.0,-4.0,-3.0,-4.0,,-5.0,0.0,36.0,3.0,10.0,-3.0,-3.0,29.0,30.0,-1.0,58.4,44.28,8.87,0.59,0.79,1023.57,11.15,345.0
0.0,56.41,39.85,10.0,0.54,0.77,1016.19,3.99,307.0,65.0,-3.0,-4.0,-4.0,-1.0,138.0,-6.0,-4.0,-3.0,-7.0,-5.0,-6.0,-3.0,-1.0,-6.0,-4.0,,2.0,-2.0,-6.0,1440,1440,1440,1440,1440,-8.0,-6.0,-2.0,0.0,-10.0,1440,1440,1440,1440,1440,5.0,-4.0,-3.0,-4.0,,-5.0,0.0,36.0,3.0,10.0,-3.0,-3.0,29.0,30.0,-1.0,58.4,44.28,8.87,0.59,0.79,1023.57,11.15,345.0
0.0,48.98,45.55,3.88,0.88,0.99,1016.33,6.28,138.0,-6.0,-1.0,-1.0,-4.0,4.0,-2.0,11.0,-4.0,-8.0,-5.0,-4.0,5.0,1.0,-3.0,-3.0,-1.0,-3.0,-2.0,4.0,16.0,1440,1440,1440,1440,1440,-6.0,-9.0,36.0,-9.0,-6.0,1440,1440,1440,1440,1440,3.0,-8.0,1.0,15.0,-3.0,8.0,-2.0,-5.0,-5.0,-6.0,1.0,5.0,-2.0,-1.0,21.0,61.94,41.01,9.93,0.46,0.0,1021.04,7.96,331.0
0.0,48.98,45.55,3.88,0.88,0.99,1016.33,6.28,138.0,-6.0,-1.0,-1.0,-4.0,4.0,-2.0,11.0,-4.0,-8.0,-5.0,-4.0,5.0,1.0,-3.0,-3.0,-1.0,-3.0,-2.0,4.0,16.0,1440,1440,1440,1440,1440,-6.0,-9.0,36.0,-9.0,-6.0,1440,1440,1440,1440,1440,3.0,-8.0,1.0,15.0,-3.0,8.0,-2.0,-5.0,-5.0,-6.0,1.0,5.0,-2.0,-1.0,21.0,61.94,41.01,9.93,0.46,0.0,1021.04,7.96,331.0
0.0,48.98,45.55,3.88,0.88,0.99,1016.33,6.28,138.0,-6.0,-1.0,-1.0,-4.0,4.0,-2.0,11.0,-4.0,-8.0,-5.0,-4.0,5.0,1.0,-3.0,-3.0,-1.0,-3.0,-2.0,4.0,16.0,1440,1440,1440,1440,1440,-6.0,-9.0,36.0,-9.0,-6.0,1440,1440,1440,1440,1440,3.0,-8.0,1.0,15.0,-3.0,8.0,-2.0,-5.0,-5.0,-6.0,1.0,5.0,-2.0,-1.0,21.0,61.94,41.01,9.93,0.46,0.0,1021.04,7.96,331.0
0.0,61.02,38.97,9.89,0.44,0.75,1012.75,5.42,330.0,0.0,-3.0,2.0,-2.0,-1.0,-3.0,-5.0,-4.0,7.0,-1.0,-6.0,-9.0,-1.0,-2.0,-3.0,-3.0,-6.0,-2.0,-2.0,43.0,1440,1440,1440,1440,1440,-6.0,70.0,-2.0,-4.0,1.0,1440,1440,1440,1440,1440,150.0,-2.0,-1.0,-4.0,-2.0,-6.0,3.0,19.0,-4.0,2.0,-8.0,-5.0,79.0,-4.0,-4.0,61.22,37.27,10.0,0.41,0.21,1018.98,3.1,252.0
0.0,61.02,38.97,9.89,0.44,0.75,1012.75,5.42,330.0,0.0,-3.0,2.0,-2.0,-1.0,-3.0,-5.0,-4.0,7.0,-1.0,-6.0,-9.0,-1.0,-2.0,-3.0,-3.0,-6.0,-2.0,-2.0,43.0,1440,1440,1440,1440,1440,-6.0,70.0,-2.0,-4.0,1.0,1440,1440,1440,1440,1440,150.0,-2.0,-1.0,-4.0,-2.0,-6.0,3.0,19.0,-4.0,2.0,-8.0,-5.0,79.0,-4.0,-4.0,61.22,37.27,10.0,0.41,0.21,1018.98,3.1,252.0
0.0,61.02,38.97,9.89,0.44,0.75,1012.75,5.42,330.0,0.0,-3.0,2.0,-2.0,-1.0,-3.0,-5.0,-4.0,7.0,-1.0,-6.0,-9.0,-1.0,-2.0,-3.0,-3.0,-6.0,-2.0,-2.0,43.0,1440,1440,1440,1440,1440,-6.0,70.0,-2.0,-4.0,1.0,1440,1440,1440,1440,1440,150.0,-2.0,-1.0,-4.0,-2.0,-6.0,3.0,19.0,-4.0,2.0,-8.0,-5.0,79.0,-4.0,-4.0,61.22,37.27,10.0,0.41,0.21,1018.98,3.1,252.0
0.0,69.37,33.8,10.0,0.27,0.2,1016.06,5.54,283.0,-4.0,0.0,-3.0,10.0,-4.0,-5.0,-3.0,0.0,-4.0,-8.0,-5.0,-3.0,-1.0,-3.0,-1.0,-5.0,-6.0,-2.0,10.0,0.0,1440,1440,1440,1440,1440,7.0,10.0,19.0,-2.0,3.0,1440,1440,1440,1440,1440,-6.0,-8.0,-3.0,-1.0,-5.0,-2.0,-4.0,1.0,-4.0,0.0,-4.0,1.0,-2.0,163.0,-3.0,71.24,50.26,10.0,0.48,0.42,1010.69,15.23,178.0
0.0,69.37,33.8,10.0,0.27,0.2,1016.06,5.54,283.0,-4.0,0.0,-3.0,10.0,-4.0,-5.0,-3.0,0.0,-4.0,-8.0,-5.0,-3.0,-1.0,-3.0,-1.0,-5.0,-6.0,-2.0,10.0,0.0,1440,1440,1440,1440,1440,7.0,10.0,19.0,-2.0,3.0,1440,1440,1440,1440,1440,-6.0,-8.0,-3.0,-1.0,-5.0,-2.0,-4.0,1.0,-4.0,0.0,-4.0,1.0,-2.0,163.0,-3.0,71.24,50.26,10.0,0.48,0.42,1010.69,15.23,178.0
0.0,69.37,33.8,10.0,0.27,0.2,1016.06,5.54,283.0,-4.0,0.0,-3.0,10.0,-4.0,-5.0,-3.0,0.0,-4.0,-8.0,-5.0,-3.0,-1.0,-3.0,-1.0,-5.0,-6.0,-2.0,10.0,0.0,1440,1440,1440,1440,1440,7.0,10.0,19.0,-2.0,3.0,1440,1440,1440,1440,1440,-6.0,-8.0,-3.0,-1.0,-5.0,-2.0,-4.0,1.0,-4.0,0.0,-4.0,1.0,-2.0,163.0,-3.0,71.24,50.26,10.0,0.48,0.42,1010.69,15.23,178.0
