2010,hasWeather,meteo_2010_2010-01-08T17:1.000000
CloudWeather,meteo_2010_2010-01-10T11:1.000000
CloudWeather,meteo_2010_2010-01-10T12:1.000000
2010,hasWeather,meteo_2010_2010-01-08T19:1.000000
CloudWeather,meteo_2010_2010-01-10T13:1.000000
2010,hasWeather,meteo_2010_2010-01-08T10:1.000000
CloudWeather,meteo_2010_2010-01-10T07:1.000000
CloudWeather,meteo_2010_2010-01-10T08:1.000000
2010,hasWeather,meteo_2010_2010-01-08T12:1.000000
CloudWeather,meteo_2010_2010-01-10T09:1.000000
2010,hasWeather,meteo_2010_2010-01-08T11:1.000000
city_Agana_GU,locatedIn,state_GU:1.000000
2010,hasWeather,meteo_2010_2010-01-08T14:1.000000
CloudWeather,meteo_2010_2010-01-10T03:1.000000
2010,hasWeather,meteo_2010_2010-01-08T13:1.000000
CloudWeather,meteo_2010_2010-01-10T04:1.000000
2010,hasWeather,meteo_2010_2010-01-08T16:1.000000
CloudWeather,meteo_2010_2010-01-10T05:1.000000
2010,hasWeather,meteo_2010_2010-01-08T15:1.000000
CloudWeather,meteo_2010_2010-01-10T06:1.000000
CloudWeather,meteo_2010_2010-01-09T21:1.000000
CloudWeather,meteo_2010_2010-01-09T22:1.000000
CloudWeather,meteo_2010_2010-01-09T20:1.000000
CloudWeather,meteo_2010_2010-01-09T23:1.000000
2010,hasWeather,meteo_2010_2010-01-21T00:1.000000
Airport,FLG:1.000000
2010,hasWeather,meteo_2010_2010-01-21T03:1.000000
Airport,FLL:1.000000
2010,hasWeather,meteo_2010_2010-01-21T04:1.000000
2010,hasWeather,meteo_2010_2010-01-21T01:1.000000
2010,hasWeather,meteo_2010_2010-01-21T02:1.000000
2010,hasWeather,meteo_2010_2010-01-21T07:1.000000
2010,hasWeather,meteo_2010_2010-01-21T08:1.000000
2010,hasWeather,meteo_2010_2010-01-21T05:1.000000
2010,hasWeather,meteo_2010_2010-01-21T06:1.000000
City,city_Boston_MA:1.000000
GeoLocation,city_Dubuque_IA:1.000000
2010,hasWeather,meteo_2010_2010-01-21T09:1.000000
2010,hasWeather,meteo_2010_2010-01-08T21:1.000000
2010,hasWeather,meteo_2010_2010-01-08T20:1.000000
2010,hasWeather,meteo_2010_2010-01-08T23:1.000000
2010,hasWeather,meteo_2010_2010-01-08T22:1.000000
FNT,serveCity,city_Flint_MI:1.000000
DepDelayed,dep_2010-01-16_67:1.000000
ADK,serveCity,city_Adak_AK:1.000000
DepOnTime,dep_2010-01-18_67:1.000000
CloudWeather,meteo_2010_2010-01-09T07:1.000000
